English_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
counterpart,counterpart,对应的人或物,NOUN,B2
countess,countess,女伯爵,NOUN,B2
countless,countless,无数的,ADJ,B2
county,county,县,NOUN,B2
court dismissal,court dismissal,退朝,NOUN,B2
courtyard,courtyard,庭院,NOUN,B2
courtyard guard,courtyard guard,护院,NOUN,B2
covetousness,covetousness,贪欲,NOUN,B2
cowardice,cowardice,懦弱,NOUN,B2
cowardly,cowardly,懦弱的,ADJ,B2
to crack,to crack,破裂,VERB,B2
craftsmanship,craftsmanship,手工艺,NOUN,B2
crafty,crafty,狡猾,ADJ,B2
creativity,creativity,创造力,NOUN,B2
creator,creator,创造者,NOUN,B2
credentials,credentials,国书,NOUN,B2
credit card,credit card,信用卡,NOUN,B2
creditor,creditor,债权人,NOUN,B2
creditor's rights,creditor's rights,债权,NOUN,B2
creed,creed,信条,NOUN,B2
crime scene,crime scene,犯罪现场,NOUN,B2
criminal,criminal,犯罪的,ADJ,B2
criminality,criminality,犯罪,NOUN,B2
to criminalize,to criminalize,定罪,VERB,B2
cross,cross,十字架,NOUN,B2
crossing,crossing,交叉口,NOUN,B2
crossroads,crossroads,十字路口,NOUN,B2
crowded,crowded,拥挤,ADJ,B2
to crown,to crown,加冕,VERB,B2
cruelty,cruelty,残忍,NOUN,B2
crustacean,crustacean,甲壳类动物,NOUN,B2
crutch,crutch,拐杖,NOUN,B2
crying,crying,,NOUN,B2
cubism,cubism,立体主义,NOUN,B2
cucumber,cucumber,黄瓜,NOUN,B2
cunning,cunning,诡计,NOUN,B2
current,current,电流,NOUN,B2
curriculum,curriculum,课程,NOUN,B2
cursed,cursed,被诅咒的,ADJ,B2
curtain rod,curtain rod,窗帘杆,NOUN,B2
customs,customs,海关,NOUN,B2
cut,cut,切口,NOUN,B2
cut off,cut off,割下,NOUN,B2
to cut off,to cut off,切断,VERB,B2
to cut short,to cut short,截断,VERB,B2
cutting,cutting,切割,NOUN,B2
cutting grass,cutting grass,斩草,NOUN,B2
cyanosis,cyanosis,发绀,NOUN,B2
cybersecurity,cybersecurity,网络安全,NOUN,B2
to cycle,to cycle,骑自行车,VERB,B2
cyclical,cyclical,周期的,ADJ,B2
cyclone,cyclone,气旋,NOUN,B2
cymbal,cymbal,钹,NOUN,B2
daddy,daddy,爸爸,NOUN,B2
daily,daily,每天,ADV,B2
daily increase,daily increase,日渐,NOUN,B2
daily newspaper,daily newspaper,日报,NOUN,B2
to damage,to damage,损坏,VERB,B2
to damn,to damn,诅咒,VERB,B2
dance,dance,舞蹈,NOUN,B2
dare gamble,dare gamble,敢赌,NOUN,B2
dating,dating,年代测定,NOUN,B2
day after day,day after day,日复一日,ADV,B2
day and night,day and night,昼夜,NOUN,B2
day by day,day by day,日日,ADV,B2
day laborer,day laborer,日工,NOUN,B2
day sun,day sun,日,NOUN,B2
dazzling,dazzling,耀眼的,ADJ,B2
dead end,dead end,死胡同,NOUN,B2
to deal with,to deal with,处理,VERB,B2
dean,dean,院长,NOUN,B2
death news,death news,死讯,NOUN,B2
death penalty,death penalty,死刑,NOUN,B2
death wish,death wish,找死,NOUN,B2
to debate,to debate,辩论,VERB,B2
debauchery,debauchery,放荡,NOUN,B2
debtor,debtor,债务人,NOUN,B2
debts,debts,债务,NOUN,B2
december,december,十二月,NOUN,B2
decency,decency,体面,NOUN,B2
decentralization,decentralization,权力下放,NOUN,B2
deception dare,deception dare,你敢骗我,NOUN,B2
decision-maker,decision-maker,决策者,NOUN,B2
decisive,decisive,决定性的,ADJ,B2
decline,decline,衰退,NOUN,B2
deconstruction,deconstruction,解构主义,NOUN,B2
decrease,decrease,减少,NOUN,B2
to decree,to decree,颁布法令,VERB,B2
dedication,dedication,奉献,NOUN,B2
deduction,deduction,扣除,NOUN,B2
deep-frying,deep-frying,干炸,NOUN,B2
to defeat,to defeat,击败,VERB,B2
defeatism,defeatism,失败主义,NOUN,B2
to defect,to defect,叛变,VERB,B2
to defect to the enemy,to defect to the enemy,投敌,VERB,B2
defendant,defendant,被告,NOUN,B2
defender,defender,防守者,NOUN,B2
defiance,defiance,挑衅,NOUN,B2
defiant,defiant,挑衅的,ADJ,B2
deficiency,deficiency,缺乏,NOUN,B2
deficient,deficient,有缺陷的,ADJ,B2
definitive,definitive,决定性的,ADJ,B2
deformation,deformation,变形,NOUN,B2
degeneration,degeneration,退化,NOUN,B2
degradation,degradation,降级,NOUN,B2
dehydration,dehydration,脱水,NOUN,B2
deism,deism,自然神论,NOUN,B2
deity,deity,神,NOUN,B2
dejected,dejected,沮丧的,ADJ,B2
dejection,dejection,沮丧,NOUN,B2
delegate,delegate,代表,NOUN,B2
delegation,delegation,代表团,NOUN,B2
to deliberate,to deliberate,深思熟虑,VERB,B2
deliberately,deliberately,故意地,ADV,B2
deliberation,deliberation,深思熟虑,NOUN,B2
delicacy,delicacy,美食,NOUN,B2
delinquent,delinquent,罪犯,NOUN,B2
delirium,delirium,精神错乱,NOUN,B2
delusion,delusion,幻想,NOUN,B2
demagoguery,demagoguery,煽动性,NOUN,B2
to demand,to demand,要求,VERB,B2
dementia,dementia,痴呆,NOUN,B2
democratization,democratization,民主化,NOUN,B2
demography,demography,人口学,NOUN,B2
demolition,demolition,拆除,NOUN,B2
denotation,denotation,外延,NOUN,B2
dense forest,dense forest,密林,NOUN,B2
denunciation,denunciation,告发,NOUN,B2
departure lounge,departure lounge,候机室,NOUN,B2
to depend on,to depend on,依赖,VERB,B2
dependent,dependent,依赖的,ADJ,B2
deportation,deportation,驱逐出境,NOUN,B2
depreciation,depreciation,贬值,NOUN,B2
deprivation,deprivation,剥夺,NOUN,B2
deputy,deputy,副的,ADJ,B2
deputy,deputy,议员,NOUN,B2
descent,descent,下降,NOUN,B2
desertification,desertification,荒漠化,NOUN,B2
designation,designation,指定,NOUN,B2
designer,designer,设计者,NOUN,B2
to desire,to desire,渴望,VERB,B2
despicable,despicable,可鄙的,ADJ,B2
to despise,to despise,鄙视,VERB,B2
despotism,despotism,专制,NOUN,B2
destabilization,destabilization,动摇,NOUN,B2
destructive,destructive,مدمر,ADJ,B2
detachment,detachment,脱落,NOUN,B2
detainee,detainee,被拘留者,NOUN,B2
detente,detente,缓和,NOUN,B2
detention,detention,拘留,NOUN,B2
determination,determination,决心,NOUN,B2
deterministic,deterministic,决定论的,ADJ,B2
detestable,detestable,可恶的,ADJ,B2
detonation,detonation,爆炸,NOUN,B2
devastation,devastation,破坏,NOUN,B2
developed,developed,发达的,ADJ,B2
developer,developer,开发商,NOUN,B2
deviation,deviation,偏离,NOUN,B2
dew,dew,露水,NOUN,B2
diabetes,diabetes,糖尿病,NOUN,B2
to dialogue,to dialogue,对话,VERB,B2
diaper,diaper,尿布,NOUN,B2
diarrhea,diarrhea,腹泻,NOUN,B2
diaspora,diaspora,流散,NOUN,B2
dictatorship,dictatorship,独裁统治,NOUN,B2
dictionary,dictionary,词典,NOUN,B2
die,die,骰子,NOUN,B2
to die for,to die for,死要,VERB,B2
differentiation,differentiation,区分,NOUN,B2
difficult attack,difficult attack,难攻,NOUN,B2
digestive,digestive,消化的,ADJ,B2
digging,digging,挖掘,NOUN,B2
digit,digit,数字,NOUN,B2
dignified manner,dignified manner,威仪,NOUN,B2
diligence,diligence,勤勉,NOUN,B2
to direct,to direct,对准,VERB,B2
direct sales,direct sales,直销,NOUN,B2
directive,directive,指令,NOUN,B2
directly,directly,直接地,ADV,B2
disability,disability,残疾,NOUN,B2
disagreement,disagreement,不和,NOUN,B2
discharge,discharge,放电,NOUN,B2
disciple,disciple,门徒,NOUN,B2
disciplinary,disciplinary,纪律的,ADJ,B2
to discipline,to discipline,管教,VERB,B2
discordance,discordance,不一致,NOUN,B2
to discourse,to discourse,论述,VERB,B2
discourtesy,discourtesy,失礼,NOUN,B2
discretion,discretion,谨慎,NOUN,B2
to disguise,to disguise,伪装,VERB,B2
disinfectant,disinfectant,消毒剂,NOUN,B2
disinformation,disinformation,虚假信息,NOUN,B2
disk,disk,唱片,NOUN,B2
dislocation,dislocation,脱臼,NOUN,B2
dismantling,dismantling,拆除，瓦解,NOUN,B2
dismissal,dismissal,解雇,NOUN,B2
disobedience,disobedience,不服从,NOUN,B2
disorderly,disorderly,杂乱的,ADJ,B2
disparity,disparity,差异,NOUN,B2
displacement,displacement,位移,NOUN,B2
to display,to display,显示,VERB,B2
displeasure,displeasure,不悦,NOUN,B2
disposable diaper,disposable diaper,纸尿裤,NOUN,B2
dispute,dispute,争论,NOUN,B2
dissertation,dissertation,论文,NOUN,B2
dissipation,dissipation,挥霍,NOUN,B2
distorted,distorted,歪曲的,ADJ,B2
distortion,distortion,扭曲,NOUN,B2
district head,district head,区长,NOUN,B2
disturbance,disturbance,干扰,NOUN,B2
dive,dive,跳水,NOUN,B2
divergent,divergent,分歧的,ADJ,B2
divination,divination,占卜,NOUN,B2
diving,diving,潜水,NOUN,B2
to divorce,to divorce,离婚,VERB,B2
dizziness,dizziness,眩晕,NOUN,B2
do one's best,do one's best,尽力,ADV,B2
docility,docility,温顺,NOUN,B2
doctorate,doctorate,博士学位,NOUN,B2
to document,to document,记录,VERB,B2
documentary,documentary,纪录片的,ADJ,B2
dogmatism,dogmatism,教条主义,NOUN,B2
dolphin,dolphin,海豚,NOUN,B2
dome,dome,圆顶,NOUN,B2
domestic debt,domestic debt,内债,NOUN,B2
domestic licensed goods,domestic licensed goods,国行,NOUN,B2
domestication,domestication,驯化,NOUN,B2
don't,don't,可别,AUX,B2
done,done,事已,NOUN,B2
doorbell,doorbell,门铃,NOUN,B2
doorman,doorman,门卫,NOUN,B2
doormat,doormat,门垫,NOUN,B2
dormitory,dormitory,宿舍,NOUN,B2
dosage,dosage,剂量,NOUN,B2
to double,to double,加倍,VERB,B2
doubling,doubling,加倍,NOUN,B2
to doubt,to doubt,怀疑,VERB,B2
dough,dough,面团,NOUN,B2
down,down,顺...而下,ADP,B2
download,download,下载,NOUN,B2
to download,to download,下载,VERB,B2
downpour,downpour,倾盆大雨,NOUN,B2
downstream,downstream,下游,NOUN,B2
downwards,downwards,向下,ADV,B2
drag,drag,拖曳,NOUN,B2
dramaturgy,dramaturgy,戏剧艺术,NOUN,B2
dread,dread,恐惧,NOUN,B2
dregs,dregs,渣滓,NOUN,B2
to dress,to dress,给...穿衣,VERB,B2
to dress up,to dress up,盛装打扮,VERB,B2
drift,drift,漂移,NOUN,B2
to drink a toast,to drink a toast,干杯,VERB,B2
driver's license,driver's license,驾驶证,NOUN,B2
drop,drop,滴,NOUN,B2
drowsiness,drowsiness,昏睡,NOUN,B2
drugs,drugs,毒品,NOUN,B2
drunkenness,drunkenness,醉酒,NOUN,B2
to dry,to dry,弄干,VERB,B2
to dry in the sun,to dry in the sun,晾晒,VERB,B2
duality,duality,二元性,NOUN,B2
dubbing,dubbing,配音,NOUN,B2
due to,due to,由于,ADP,B2
dullness,dullness,迟钝,NOUN,B2
durability,durability,耐用性,NOUN,B2
during the day,during the day,在白天,ADV,B2
dusk,dusk,黄昏,NOUN,B2
dutch,dutch,荷兰的,ADJ,B2
dynasty,dynasty,王朝,NOUN,B2
each,each,每个,PRON,B2
each other,each other,互相,PRON,B2
eagle,eagle,鹰,NOUN,B2
earlier,earlier,刚才,ADV,B2
early,early,早,ADV,B2
early morning,early morning,凌晨,NOUN,B2
earnest sincere,earnest sincere,恳切,ADJ,B2
to earnestly request,to earnestly request,恳请,VERB,B2
east,east,东方,NOUN,B2
eavesdrop,eavesdrop,营听,NOUN,B2
eavesdropping,eavesdropping,偷听,NOUN,B2
eccentric,eccentric,古怪的,ADJ,B2
ecclesiastical,ecclesiastical,教会的,ADJ,B2
edict,edict,法令,NOUN,B2
editing,editing,剪辑,NOUN,B2
editorial,editorial,社论,NOUN,B2
educated,educated,受过教育的,ADJ,B2
eeg,eeg,脑电图,NOUN,B2
effectiveness,effectiveness,功效,NOUN,B2
efficacy,efficacy,功效,NOUN,B2
eggplant,eggplant,茄子,NOUN,B2
to elaborate,to elaborate,制定,VERB,B2
elasticity,elasticity,弹性,NOUN,B2
elderly,elderly,老年人,NOUN,B2
eldest brother,eldest brother,做大哥,NOUN,B2
elective course,elective course,选修课,NOUN,B2
electorate,electorate,选民,NOUN,B2
electrician,electrician,电工,NOUN,B2
elephant,elephant,大象,NOUN,B2
elevation,elevation,提升,NOUN,B2
eleven,eleven,十一,NUM,B2
elimination,elimination,消除,NOUN,B2
eloquence,eloquence,口才,NOUN,B2
eloquent,eloquent,雄辩的,ADJ,B2
emanation,emanation,散发物,NOUN,B2
embrace,embrace,拥抱,NOUN,B2
emergence,emergence,涌现,NOUN,B2
emergency room,emergency room,急诊室,NOUN,B2
emotionality,emotionality,感性/情绪化,NOUN,B2
emperor,emperor,皇帝,NOUN,B2
empiricism,empiricism,经验主义,NOUN,B2
empress,empress,女皇,NOUN,B2
emptiness,emptiness,空虚,NOUN,B2
encirclement,encirclement,环绕,NOUN,B2
encounter,encounter,相遇,NOUN,B2
encyclopedia,encyclopedia,百科全书,NOUN,B2
encyclopedic,encyclopedic,百科全书式的,ADJ,B2
end,end,端,PART,B2
to end up,to end up,最终到达,VERB,B2
endorsement,endorsement,背书,NOUN,B2
endurance,endurance,坚忍,NOUN,B2
enemy state,enemy state,敌国,NOUN,B2
energy saving,energy saving,节能,NOUN,B2
enforcement,enforcement,执行,NOUN,B2
to engage in,to engage in,从事,VERB,B2
english,english,英国的,ADJ,B2
english,english,英语,NOUN,B2
engraving,engraving,版画,NOUN,B2
enlightened,enlightened,开明的,ADJ,B2
enlightenment,enlightenment,澄清,NOUN,B2
enoki mushroom,enoki mushroom,金针菇,NOUN,B2
enough,enough,足够,ADV,B2
enrichment,enrichment,丰富,NOUN,B2
entering home,entering home,进家,NOUN,B2
enterprise,enterprise,企业,NOUN,B2
enthronement,enthronement,登基,NOUN,B2
enthusiasm,enthusiasm,热情,NOUN,B2
enthusiast,enthusiast,爱好者,NOUN,B2
entirety,entirety,全部,NOUN,B2
entity,entity,实体,NOUN,B2
entourage,entourage,随从,NOUN,B2
enunciation,enunciation,发音,NOUN,B2
environmental,environmental,环境的,ADJ,B2
environmental protection,environmental protection,环境保护,NOUN,B2
environmental technology,environmental technology,环保技术,NOUN,B2
to envy,to envy,羡慕,VERB,B2
enzyme,enzyme,酶,NOUN,B2
epicurean,epicurean,享乐主义的,ADJ,B2
epitome,epitome,化身,NOUN,B2
to equal,to equal,无异,VERB,B2
equally matched,equally matched,不相上下,ADJ,B2
equestrianism,equestrianism,马术,NOUN,B2
equipped,equipped,配备的,ADJ,B2
equivalent,equivalent,相等的,ADJ,B2
eradication,eradication,根除,NOUN,B2
eraser,eraser,橡皮擦,NOUN,B2
erasure,erasure,擦除,NOUN,B2
erhu,erhu,二胡,NOUN,B2
erosion,erosion,侵蚀,NOUN,B2
erudite,erudite,博学的,ADJ,B2
escalation,escalation,升级,NOUN,B2
escape,escape,逃跑,NOUN,B2
escort,escort,护卫,NOUN,B2
escort guard,escort guard,镖师,NOUN,B2
essentially,essentially,主要地,ADV,B2
to estimate,to estimate,估计,VERB,B2
estrangement,estrangement,疏离,NOUN,B2
estuary,estuary,河口,NOUN,B2
ethnicity,ethnicity,种族,NOUN,B2
ethnography,ethnography,人种学,NOUN,B2
ethnology,ethnology,民族学,NOUN,B2
eulogy,eulogy,赞辞,NOUN,B2
european,european,欧洲的,ADJ,B2
evacuation,evacuation,疏散,NOUN,B2
evaporation,evaporation,蒸发,NOUN,B2
evasion,evasion,逃避,NOUN,B2
evasive,evasive,回避的,ADJ,B2
even,even,偶数的,ADJ,B2
even if,even if,即使,SCONJ,B2
everyone,everyone,各位,NOUN,B2
eviction,eviction,驱逐,NOUN,B2
evil,evil,恶行,NOUN,B2
exacerbation,exacerbation,加剧,NOUN,B2
exaggeration,exaggeration,夸张,NOUN,B2
examination,examination,考试,NOUN,B2
exasperation,exasperation,恼怒,NOUN,B2
excellence,excellence,卓越,NOUN,B2
excess,excess,过量,NOUN,B2
to exchange,to exchange,交换,VERB,B2
exchange meeting,exchange meeting,交流会,NOUN,B2
exclamation,exclamation,感叹,NOUN,B2
excluded,excluded,排除在外的,ADJ,B2
exclusion,exclusion,排除,NOUN,B2
exclusively,exclusively,专门地,ADV,B2
exclusivity,exclusivity,排他性,NOUN,B2
excommunication,excommunication,绝罚,NOUN,B2
excretion,excretion,排泄,NOUN,B2
to excuse,to excuse,原谅,VERB,B2
executor,executor,遗嘱执行人,NOUN,B2
exemption,exemption,豁免,NOUN,B2
exhaustion,exhaustion,疲惫,NOUN,B2
existentialism,existentialism,存在主义,NOUN,B2
expenses,expenses,费用,NOUN,B2
experimental,experimental,实验的,ADJ,B2
expiry,expiry,失效,NOUN,B2
exploitation,exploitation,利用,NOUN,B2
explosion-proof,explosion-proof,防爆,ADJ,B2
explosive,explosive,炸药,NOUN,B2
exponent,exponent,指数,NOUN,B2
export,export,出口,NOUN,B2
expressly,expressly,明确地,ADV,B2
extensive,extensive,广泛的,ADJ,B2
exterior,exterior,有外,NOUN,B2
extermination,extermination,灭绝,NOUN,B2
external hard drive,external hard drive,移动硬盘,NOUN,B2
extinction,extinction,灭绝,NOUN,B2
to extort a bribe,to extort a bribe,索贿,VERB,B2
extortion,extortion,勒索,NOUN,B2
extra,extra,群众演员,NOUN,B2
extraction,extraction,提取,NOUN,B2
extravagance,extravagance,奢侈,NOUN,B2
extreme,extreme,أقصى,NOUN,B2
extroversion,extroversion,外向,NOUN,B2
exultation,exultation,欢腾,NOUN,B2
eyebrow,eyebrow,眉毛,NOUN,B2
eyelash,eyelash,睫毛,NOUN,B2
eyelid,eyelid,眼皮,NOUN,B2
fable,fable,寓言,NOUN,B2
fabrication,fabrication,捏造,NOUN,B2
facilities,facilities,设施,NOUN,B2
faculty,faculty,学院,NOUN,B2
faded,faded,褪色的,ADJ,B2
to faint,to faint,昏倒,VERB,B2
fainting,fainting,晕厥,NOUN,B2
fair,fair,交易会,NOUN,B2
fairy tale,fairy tale,童话,NOUN,B2
to fake,to fake,伪造,VERB,B2
falcon,falcon,猎鹰,NOUN,B2
to fall asleep,to fall asleep,入睡,VERB,B2
to fall behind,to fall behind,落后,VERB,B2
to fall down,to fall down,倒下,VERB,B2
to fall ill,to fall ill,患病,VERB,B2
to fall in love,to fall in love,坠入爱河,VERB,B2
to fall into,to fall into,陷入,VERB,B2
to fall silent,to fall silent,沉默,VERB,B2
falsity,falsity,虚假,NOUN,B2
familiarity,familiarity,مألوف,NOUN,B2
family background,family background,出身,NOUN,B2
family happiness,family happiness,天伦之乐,NOUN,B2
family member,family member,家庭成员,NOUN,B2
famous family,famous family,名门,NOUN,B2
fanaticism,fanaticism,狂热,NOUN,B2
far,far,远的,ADJ,B2
to fast,to fast,禁食,VERB,B2
fast quick,fast quick,快的,ADJ,B2
fasting,fasting,禁食,NOUN,B2
fat,fat,脂肪,NOUN,B2
father-in-law,father-in-law,岳父/公公,NOUN,B2
to favor,to favor,偏袒,VERB,B2
fax,fax,传真,NOUN,B2
fear book,fear book,怕本,NOUN,B2
feasibility,feasibility,可行性,NOUN,B2
federalism,federalism,联邦主义,NOUN,B2
federation,federation,联邦,NOUN,B2
feed,feed,饲料,NOUN,B2
feel embarrassed or awkward,feel embarrassed or awkward,为难,ADJ,B2
feel unwell,feel unwell,难受,ADJ,B2
fees,fees,酬金,NOUN,B2
female,female,雌性,NOUN,B2
female friend,female friend,女性朋友,NOUN,B2
femininity,femininity,女性气质,NOUN,B2
feminism,feminism,女权主义,NOUN,B2
fencing,fencing,击剑,NOUN,B2
fennel,fennel,茴香,NOUN,B2
fermentation,fermentation,发酵,NOUN,B2
ferocity,ferocity,凶猛,NOUN,B2
ferry,ferry,渡轮,NOUN,B2
fertility,fertility,肥沃,NOUN,B2
fertilization,fertilization,施肥,NOUN,B2
fertilizer,fertilizer,肥料,NOUN,B2
fetus,fetus,胎儿,NOUN,B2
feudal ethics,feudal ethics,礼教,NOUN,B2
feudalism,feudalism,封建主义,NOUN,B2
fiber,fiber,纤维,NOUN,B2
fibrosis,fibrosis,纤维化,NOUN,B2
fickleness,fickleness,反复无常,NOUN,B2
fierceness,fierceness,凶猛,NOUN,B2
fifth,fifth,خامس,ADJ,B2
to fight,to fight,对抗,VERB,B2
to file a case,to file a case,立案,VERB,B2
to file for record,to file for record,备案,VERB,B2
to fill in,to fill in,填写,VERB,B2
