Dutch_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
bijdragen,to contribute,贡献,VERB,B2
tegenwerken,counter,柜台,NOUN,B2
tegenwerken,to counter,反击,VERB,B2
tegenvorm,counter-form,反式,NOUN,B2
tegenlogica,counter-logic,反逻,NOUN,B2
tegenmaterie,counter-matter,反物,NOUN,B2
tegenmechanisme,counter-mechanism,反机,NOUN,B2
tegenmodel,counter-model,反模,NOUN,B2
tegenwaarneming,counter-observation,反察,NOUN,B2
tegenkwaliteit,counter-quality,反质,NOUN,B2
tegenroute,counter-route,反途,NOUN,B2
tegenvaardigheid,counter-skill,反技,NOUN,B2
tegenzool,counter-sole,反唯,NOUN,B2
tegenstructuur,counter-structure,反结,NOUN,B2
tegensysteem,counter-system,反系,NOUN,B2
tegentechniek,counter-technique,反术,NOUN,B2
tegentrend,counter-trend,反势,NOUN,B2
tegentype,counter-type,反型,NOUN,B2
tegenaanval,counterattack,反击,NOUN,B2
vals,counterfeit,假冒,ADJ,B2
tegenhanger,counterpart,对应的人或物,NOUN,B2
verwerping door de rechtbank,court dismissal,退朝,NOUN,B2
beleefdheid,courtesy,礼貌,NOUN,B2
binnenplaats,courtyard,庭院,NOUN,B2
verbond,covenant,契约,NOUN,B2
deksel,cover,封面,NOUN,B2
hebzucht,covetousness,贪欲,NOUN,B2
lafaard,coward,懦夫,NOUN,B2
lafheid,cowardice,懦弱,NOUN,B2
laf,cowardly,懦弱的,ADJ,B2
krab,crab,螃蟹,NOUN,B2
barsten,crack,裂缝,NOUN,B2
barsten,to crack,破裂,VERB,B2
knetteren,to crackle,噼啪作响,VERB,B2
ambacht,craft,工艺,NOUN,B2
ambachtsman,craftsman,工匠,NOUN,B2
vakmanschap,craftsmanship,手工艺,NOUN,B2
kraan,crane,起重机,NOUN,B2
kist,crate,板条箱,NOUN,B2
krater,crater,火山口,NOUN,B2
begeeren,to crave,渴望,VERB,B2
schepper,creator,创造者,NOUN,B2
krediet,credit,信用,NOUN,B2
creditcard,credit card,信用卡,NOUN,B2
crediteur,creditor,债权人,NOUN,B2
crediteurenrecht,creditor's right,债权,NOUN,B2
kruin,crest,顶峰,NOUN,B2
misdrijfsscène,crime scene,犯罪现场,NOUN,B2
kritikaliteit,criticality,临界性,NOUN,B2
kritiseren,to criticize,批评,VERB,B2
oversteek,crossing,交叉口,NOUN,B2
kruispunt,crossroads,十字路口,NOUN,B2
krommen,to crouch,蹲下,VERB,B2
kraai,crow,乌鸦,NOUN,B2
kronen,to crown,加冕,VERB,B2
kruimelen,to crumble,粉碎,VERB,B2
knarsen,to crunch,嘎吱作响,VERB,B2
verpletteren,to crush,压碎,VERB,B2
vernietigende nederlaag,crushing defeat,惨败,NOUN,B2
schaaldier,crustacean,甲壳类动物,NOUN,B2
kruk,crutch,拐杖,NOUN,B2
gehuil,crying,,NOUN,B2
kristal,crystal,水晶,NOUN,B2
jong,cub,幼兽,NOUN,B2
kubus,cube,立方体,NOUN,B2
cubisme,cubism,立体主义,NOUN,B2
komkommer,cucumber,黄瓜,NOUN,B2
cultiveren,to cultivate,培养,VERB,B2
cultureel overblijfsel,cultural relic,文物,NOUN,B2
listig,cunning,狡猾的,ADJ,B2
dageraad,dawn,黎明,NOUN,B2
dag en nacht,day and night,昼夜,NOUN,B2
dagloner,day laborer,日工,NOUN,B2
dagdromen,to daydream,幻想,VERB,B2
verblinden,to dazzle,使眼花,VERB,B2
verblindend,dazzling,耀眼的,ADJ,B2
doodlopende weg,dead end,死胡同,NOUN,B2
doof,deaf,聋的,ADJ,B2
decaan,dean,院长,NOUN,B2
dood,death,死亡,NOUN,B2
doodswens,death wish,找死,NOUN,B2
ontucht,debauchery,放荡,NOUN,B2
schuldenaar,debtor,债务人,NOUN,B2
overledene,deceased,死者,NOUN,B2
bedriegen,to deceive,欺骗,VERB,B2
fatsoenlijk,decent,体面的,ADJ,B2
bedrieglijke uitdaging,deception dare,你敢骗我,NOUN,B2
ontcijferen,to decipher,破译,VERB,B2
beslisser,decision-maker,决策者,NOUN,B2
beslissend,decisive,决定性的,ADJ,B2
afnemen,to decline,下降,VERB,B2
beleefd afwijzen,to decline politely,婉拒,VERB,B2
buiten gebruikstelling,decommissioning,退役,NOUN,B2
ontbinden,to decompose,分解,VERB,B2
deconstrueren,to deconstruct,解构,VERB,B2
deconstructie,deconstruction,解构主义,NOUN,B2
afname,decrease,减少,NOUN,B2
decreteren,decree,法令,NOUN,B2
decreteren,to decree,颁布法令,VERB,B2
decryptie,decryption,解密,NOUN,B2
toewijding,dedication,奉献,NOUN,B2
aftrekken,to deduct,扣除,VERB,B2
daad,deed,行为,NOUN,B2
diepfrituren,to deep-fry,油炸,VERB,B2
smaad,defamation,诽谤,NOUN,B2
standaard,default,违约,NOUN,B2
defaitisme,defeatism,失败主义,NOUN,B2
defecteren,to defect,叛变,VERB,B2
verdedigen,to defend one's country,卫国,VERB,B2
verdaagde,defendant,被告,NOUN,B2
verzet,defiance,挑衅,NOUN,B2
verzet,defiant,挑衅的,ADJ,B2
gebrek,deficiency,缺乏,NOUN,B2
gebrekkig,deficient,有缺陷的,ADJ,B2
definitief,definitive,决定性的,ADJ,B2
ontbossing,deforestation,森林砍伐,NOUN,B2
vervormen,to deform,使变形,VERB,B2
vervorming,deformation,变形,NOUN,B2
frauduleren,to defraud,诈骗,VERB,B2
trotseren,to defy,违抗,VERB,B2
degenereren,to degenerate,退化,VERB,B2
degeneratie,degeneration,退化,NOUN,B2
degraderen,to degrade,贬低,VERB,B2
ontwatering,dehydration,脱水,NOUN,B2
deïsme,deism,自然神论,NOUN,B2
neerslachtig,dejected,沮丧的,ADJ,B2
neerslachtigheid,dejection,沮丧,NOUN,B2
delegeren,to delegate,委派,VERB,B2
verwijderen,to delete,删除,VERB,B2
overwegen,to deliberate,深思熟虑,VERB,B2
delicaat,delicate,精致的,ADJ,B2
vermaak,delight,高兴,NOUN,B2
vermakelijk,delightful,令人愉快的,ADJ,B2
misdadigheid,delinquency,违法行为,NOUN,B2
desolaat,desolate,荒凉的,ADJ,B2
verachtelijk,despicable,可鄙的,ADJ,B2
verachten,to despise,鄙视,VERB,B2
despoot,despot,暴君,NOUN,B2
despotisme,despotism,专制,NOUN,B2
noodlot,destiny,命运,NOUN,B2
armoede,destitution,贫困,NOUN,B2
destructief,destructive,مدمر,ADJ,B2
losmaken,to detach,分离,VERB,B2
losmaking,detachment,脱落,NOUN,B2
vasthouden,to detain,拘留,VERB,B2
verslechteren,to deteriorate,恶化,VERB,B2
vastberaden,determined,下定决心的,ADJ,B2
determinisme,determinism,决定论,NOUN,B2
deterministisch,deterministic,决定论的,ADJ,B2
verafschuwen,to detest,厌恶,VERB,B2
walgelijk,detestable,可恶的,ADJ,B2
detoneren,to detonate,引爆,VERB,B2
omweg,detour,绕道,NOUN,B2
ontgiften,to detoxify,解毒,VERB,B2
verwoesten,to devastate,摧毁,VERB,B2
verwoesting,devastation,破坏,NOUN,B2
ontwikkeld,developed,发达的,ADJ,B2
afwijking,deviation,偏离,NOUN,B2
bedenken,to devise,设计,VERB,B2
wijden,to devote,奉献,VERB,B2
toegewijd,devoted,忠诚的,ADJ,B2
toewijding,devotion,奉献,NOUN,B2
dauw,dew,露水,NOUN,B2
diagnosticeren,to diagnose,诊断,VERB,B2
dialogiseren,to dialogue,对话,VERB,B2
luier,diaper,尿布,NOUN,B2
diarree,diarrhea,腹泻,NOUN,B2
dobbelsteen,dice,骰子,NOUN,B2
woordenboek,dictionary,词典,NOUN,B2
zware aanval,difficult attack,难攻,NOUN,B2
moeilijk probleem,difficult problem,难题,NOUN,B2
verspreiden,to diffuse,扩散,VERB,B2
verteren,to digest,消化,VERB,B2
vertering,digestion,消化,NOUN,B2
verterend,digestive,消化的,ADJ,B2
graven,digging,挖掘,NOUN,B2
cijfer,digit,数字,NOUN,B2
waardigheid,dignity,尊严,NOUN,B2
verwijden,to dilate,膨胀,VERB,B2
verwijding,dilation,扩张,NOUN,B2
dilemma,dilemma,困境,NOUN,B2
vlijt,diligence,勤勉,NOUN,B2
vlijtig,diligent,勤奋的,ADJ,B2
verminderen,to diminish,减少,VERB,B2
dinosaurus,dinosaur,恐龙,NOUN,B2
dompelen,to dip,蘸,VERB,B2
richtingbord,direction sign,指示牌,NOUN,B2
richtlijn,directive,指令,NOUN,B2
disputen,to disagree,不同意,VERB,B2
meningsverschil,disagreement,不和,NOUN,B2
teleurgesteld,disappointed,失望的,ADJ,B2
teleurstellend,disappointing,令人失望的,ADJ,B2
afkeuren,to disapprove,不赞成,VERB,B2
ontwapenen,to disarm,解除武装,VERB,B2
demonteren,to disassemble,拆卸,VERB,B2
rampzalig,disastrous,灾难性的,ADJ,B2
verloochenen,to disavow,否认,VERB,B2
desoriënteren,to disorient,使迷失方向,VERB,B2
desoriëntatie,disorientation,迷失方向,NOUN,B2
verzenden,to dispatch,派遣,VERB,B2
medicijnen uitreiken,to dispense medicine,配药,VERB,B2
ontstemmen,to displease,使不快,VERB,B2
ongenoegen,displeasure,不悦,NOUN,B2
verwijdering,disposal,处理,NOUN,B2
negeren,to disregard,忽视,VERB,B2
ontevreden,dissatisfied,不满的,ADJ,B2
ontleden,to dissect,解剖,VERB,B2
verspreiden,to disseminate,传播,VERB,B2
onenigheid,dissent,异议,NOUN,B2
dissertatie,dissertation,论文,NOUN,B2
verkwisting,dissipation,挥霍,NOUN,B2
ontbinding,dissolution,溶解,NOUN,B2
oplossen,to dissolve,溶解,VERB,B2
dissonantie,dissonance,不和谐,NOUN,B2
afraden,to dissuade,劝阻,VERB,B2
ver,distant,遥远的,ADJ,B2
duidelijk,distinct,明显的,ADJ,B2
vooraanstaand,distinguished,杰出,ADJ,B2
verdraaien,to distort,扭曲,VERB,B2
vervorming,distortion,扭曲,NOUN,B2
afleiden,to distract,分心,VERB,B2
afgeleid,distracted,分心的,ADJ,B2
afleiding,distraction,分心,NOUN,B2
districtshoofd,district head,区长,NOUN,B2
wantrouwen,distrust,不信任,NOUN,B2
verontrustend,disturbing,令人不安的,ADJ,B2
afwijkend,divergent,分歧的,ADJ,B2
omleiden,to divert,转移,VERB,B2
waarzeggerij,divination,占卜,NOUN,B2
theoloog,divine,如神,NOUN,B2
duiken,diving,潜水,NOUN,B2
duizeligheid,dizziness,眩晕,NOUN,B2
duizelig,dizzy,头晕的,ADJ,B2
niet,do not,莫,ADV,B2
niet-gebruik,do not use,别用,NOUN,B2
je best doen,to do one's best,尽力,VERB,B2
doen,to do to make,做,VERB,B2
volgzaamheid,docility,温顺,NOUN,B2
dok,dock,码头,NOUN,B2
doctoraat,doctorate,博士学位,NOUN,B2
documentair,documentary,纪录片的,ADJ,B2
dogmatisch,dogmatic,教条的,ADJ,B2
dogmatisme,dogmatism,教条主义,NOUN,B2
pop,doll,玩偶,NOUN,B2
dolfijn,dolphin,海豚,NOUN,B2
koepel,dome,圆顶,NOUN,B2
donatie,donation,捐款,NOUN,B2
gedaan,done,事已,NOUN,B2
deurklink,door handle,门把手,NOUN,B2
deurbel,doorbell,门铃,NOUN,B2
portier,doorman,门卫,NOUN,B2
deurmat,doormat,门垫,NOUN,B2
slaapzaal,dormitory,宿舍,NOUN,B2
dosering,dosage,剂量,NOUN,B2
deeg,dough,面团,NOUN,B2
af,down,顺...而下,ADP,B2
stortbui,downpour,倾盆大雨,NOUN,B2
stroomafwaarts,downstream,下游,NOUN,B2
omlaag,downwards,向下,ADV,B2
bruidsschat,dowry,嫁妆,NOUN,B2
concept,draft,草稿,NOUN,B2
slepen,to drag,拖,VERB,B2
afvoer,drain,排水沟,NOUN,B2
dramatisch,dramatic,戏剧性的,ADJ,B2
dramatiseren,to dramatize,戏剧化,VERB,B2
dramaturgie,dramaturgy,戏剧艺术,NOUN,B2
teruggrepen doen op,to draw on the experience of,借鉴,VERB,B2
uitsteken,draw out,引出,NOUN,B2
vrees,dread,恐惧,NOUN,B2
vrees,to dread,畏惧,VERB,B2
bodem,dregs,渣滓,NOUN,B2
verkleeden,to dress up,盛装打扮,VERB,B2
gedroogde tofu,dried tofu,豆干,NOUN,B2
drijven,drifting,漂泊,NOUN,B2
boor,drill,钻头,NOUN,B2
oprit,driveway,车道,NOUN,B2
motregen,drizzle,毛毛雨,NOUN,B2
laten vallen,to drop,掉落,VERB,B2
slapheid,drowsiness,昏睡,NOUN,B2
drug,drug,药物,NOUN,B2
trom,drum,鼓,NOUN,B2
dualisme,dualism,二元论,NOUN,B2
dualiteit,duality,二元性,NOUN,B2
verschuldigd,due,到期的,ADJ,B2
vanwege,due to,由于,ADP,B2
saai,dull,枯燥的,ADJ,B2
saaiheid,dullness,迟钝,NOUN,B2
dom,dumb,愚蠢的,ADJ,B2
deegbal,dumpling,丸子,NOUN,B2
duurzaamheid,durability,耐用性,NOUN,B2
duur,duration,持续时间,NOUN,B2
schemering,dusk,黄昏,NOUN,B2
dwerg,dwarf,侏儒,NOUN,B2
woning,dwelling,住宅,NOUN,B2
dynamisch,dynamic,动态的,ADJ,B2
dystopie,dystopia,反乌托邦,NOUN,B2
gretig,eager,渴望的,ADJ,B2
arend,eagle,鹰,NOUN,B2
vroeg,early,早,ADV,B2
vroege ochtend,early morning,凌晨,NOUN,B2
vroegtijdige waarschuwing,early warning,预警,NOUN,B2
gemakkelijk te zeggen,easy to say,好说,NOUN,B2
excentriek,eccentric,古怪的,ADJ,B2
kerkelijk,ecclesiastical,教会的,ADJ,B2
eclips,eclipse,日食,NOUN,B2
ecosysteem,ecosystem,生态系统,NOUN,B2
hoofdartikel,editorial,社论,NOUN,B2
opleiden,to educate,教育,VERB,B2
opgeleid,educated,受过教育的,ADJ,B2
effect,effect,效果,NOUN,B2
werkzaamheid,efficacy,功效,NOUN,B2
aubergine,eggplant,茄子,NOUN,B2
of,either,或者,CCONJ,B2
uitwerken,to elaborate,制定,VERB,B2
verheugd,elated,兴高采烈的,ADJ,B2
elleboog,elbow,手肘,NOUN,B2
oudste zoon,eldest son,长子,NOUN,B2
electoraat,electorate,选民,NOUN,B2
elektricien,electrician,电工,NOUN,B2
elektronische betaling,electronic payment,电子支付,NOUN,B2
elegie,elegy,挽歌,NOUN,B2
element,element,元素,NOUN,B2
elimineren,to eliminate,消除,VERB,B2
eliminatie,elimination,消除,NOUN,B2
welsprekend,eloquent,雄辩的,ADJ,B2
e-mail,email,电子邮件,NOUN,B2
emaneren,to emanate,散发,VERB,B2
emanatie,emanation,散发物,NOUN,B2
emanciperen,to emancipate,解放,VERB,B2
verlegen,embarrassed,尴尬的,ADJ,B2
verlegen,embarrassing,令人尴尬的,ADJ,B2
inbedden,to embed,嵌入,VERB,B2
versieren,to embellish,装饰,VERB,B2
verduisteren,to embezzle,贪污,VERB,B2
verduistering,embezzlement,贪污,NOUN,B2
belichamen,to embody,体现,VERB,B2
omhelzen,embrace,拥抱,NOUN,B2
omhelzen,to embrace,拥抱,VERB,B2
borduuren,to embroider,刺绣,VERB,B2
borduurwerk,embroidery,刺绣,NOUN,B2
noodgeval,emergency,紧急情况,NOUN,B2
spoedafdeling,emergency room,急诊室,NOUN,B2
inleven,to empathize,共情,VERB,B2
rijk,empire,帝国,NOUN,B2
empirisch,empirical,经验的,ADJ,B2
bevoegd maken,to empower,授权,VERB,B2
keizerin,empress,女皇,NOUN,B2
leegte,emptiness,空虚,NOUN,B2
holle roem,empty fame,虚名,NOUN,B2
nabootsen,to emulate,效仿,VERB,B2
mogelijk maken,to enable,使能够,VERB,B2
betoveren,to enchant,使着迷,VERB,B2
betoverend,enchanting,迷人的,ADJ,B2
omsluiten,to enclose,围住,VERB,B2
ontmoeting,encounter,相遇,NOUN,B2
versleuteling,encryption,加密,NOUN,B2
encyclopedisch,encyclopedic,百科全书式的,ADJ,B2
einde,end,端,PART,B2
bedreigd,endangered,濒危的,ADJ,B2
steunen,to endorse,支持,VERB,B2
opsommen,to enumerate,列举,VERB,B2
uitspraak,enunciation,发音,NOUN,B2
envelop,envelope,信封,NOUN,B2
jaloers,envious,嫉妒的,ADJ,B2
milieukundig,environmental,环境的,ADJ,B2
milieubescherming,environmental protection,环境保护,NOUN,B2
milieurapport,environmental report,环境报告,NOUN,B2
voorstellen,to envision,展望,VERB,B2
benijden,envy,嫉妒,NOUN,B2
benijden,to envy,羡慕,VERB,B2
enzym,enzyme,酶,NOUN,B2
epos,epic,史诗,NOUN,B2
epicuristisch,epicurean,享乐主义的,ADJ,B2
epidemie,epidemic,流行病,NOUN,B2
epistemologie,epistemology,认识论,NOUN,B2
belichaming,epitome,化身,NOUN,B2
gelijkheid,equality,平等,NOUN,B2
vergelijking,equation,方程,NOUN,B2
paardensport,equestrianism,马术,NOUN,B2
evenwicht,equilibrium,平衡,NOUN,B2
uitrusten,to equip,装备,VERB,B2
uitroeien,to eradicate,根除,VERB,B2
uitroeiing,eradication,根除,NOUN,B2
wissen,to erase,擦除,VERB,B2
gum,eraser,橡皮擦,NOUN,B2
uitwissing,erasure,擦除,NOUN,B2
oprichten,to erect,建立,VERB,B2
erosie,erosion,侵蚀,NOUN,B2
zich vergissen,to err,犯错,VERB,B2
boodschap,errand,差事,NOUN,B2
erratum,errata,勘误,NOUN,B2
fout,error,错误,NOUN,B2
escaleren,to escalate,升级,VERB,B2
roltrap,escalator,自动扶梯,NOUN,B2
ontsnapping,escape,逃跑,NOUN,B2
begeleiden,to escort,护送,VERB,B2
begeleider,escort guard,镖师,NOUN,B2
vooral,especially,尤其,ADV,B2
spionage,espionage,间谍活动,NOUN,B2
essentiële uitrusting,essential equipment,要置,NOUN,B2
essentieel,essentially,主要地,ADV,B2
gevestigd,established,既定的,ADJ,B2
achting,esteem,尊重,NOUN,B2
vervreemding,estrangement,疏离,NOUN,B2
estuarium,estuary,河口,NOUN,B2
eeuwige alliantie,eternal alliance,永结,NOUN,B2
eeuwigheid,eternity,永恒,NOUN,B2
ethnografie,ethnography,人种学,NOUN,B2
evacueren,to evacuate,疏散,VERB,B2
evacuatie,evacuation,疏散,NOUN,B2
ontduiken,to evade,逃避,VERB,B2
evalueren,to evaluate,评估,VERB,B2
evaluatie,evaluation,评估,NOUN,B2
verdampen,to evaporate,蒸发,VERB,B2
verdamping,evaporation,蒸发,NOUN,B2
ontwijkend,evasive,回避的,ADJ,B2
gelijk,even,偶数的,ADJ,B2
zelfs als,even if,即使,SCONJ,B2
everen,to ever,里何尝,VERB,B2
elke,every,每个,DET,B2
elke dag,every day,天天,ADV,B2
uitzetting,eviction,驱逐,NOUN,B2
bewijs,evidence,证据,NOUN,B2
kwaad,evil,恶行,NOUN,B2
evolueren,to evolve,进化,VERB,B2
exact,exactly,确切地,ADV,B2
overdreven,exaggerated,夸张的,ADJ,B2
overdrijving,exaggeration,夸张,NOUN,B2
onderzoek,examination,考试,NOUN,B2
onderzoeken,to examine,检查,VERB,B2
exasperatie,exasperation,恼怒,NOUN,B2
uitgraven,to excavate,挖掘,VERB,B2
uitblinken,to excel,擅长,VERB,B2
uitmuntendheid,excellence,卓越,NOUN,B2
excessief,excessive,过度的,ADJ,B2
opwekken,to excite,使兴奋,VERB,B2
opwinding,excitement,兴奋,NOUN,B2
uitroep,exclamation,感叹,NOUN,B2
uitsluiten,to exclude,排除,VERB,B2
uitsluiting,exclusion,排除,NOUN,B2
excommunicatie,excommunication,绝罚,NOUN,B2
uitbeelden,to excoriate,严厉批评,VERB,B2
beul,executioner,刽子手,NOUN,B2
bestuurder,executive,行政主管,NOUN,B2
vrijstelling,exemption,豁免,NOUN,B2
uitademen,to exhale,呼气,VERB,B2
uitputting,exhaustion,疲惫,NOUN,B2
tonen,to exhibit,展览,VERB,B2
aansporen,to exhort,劝告,VERB,B2
ontlasten,to exonerate,使无罪,VERB,B2
verwijderen,to expel,开除,VERB,B2
besteden,to expend,花费,VERB,B2
uitgave,expenditure,支出,NOUN,B2
kosten,expense,费用,NOUN,B2
kosten,expenses,费用,NOUN,B2
experimenteel,experimental,实验的,ADJ,B2
expliciet,explicit,明确的,ADJ,B2
exploiteren,to exploit,剥削,VERB,B2
ontdekkingsreiziger,explorer,探险家,NOUN,B2
explosief,explosive,爆炸性的,ADJ,B2
export,export,出口,NOUN,B2
expositie,exposition,阐述,NOUN,B2
uiteenzetten,to expound,阐述,VERB,B2
uitdrukkelijk,expressly,明确地,ADV,B2
onteigenen,to expropriate,征用,VERB,B2
onteigening,expropriation,征用,NOUN,B2
uitzetting,expulsion,驱逐,NOUN,B2
exquise,exquisite,精致的,ADJ,B2
omvang,extent,程度,NOUN,B2
uitroeien,to exterminate,消灭,VERB,B2
uitroeiing,extermination,灭绝,NOUN,B2
blussen,to extinguish,熄灭,VERB,B2
afpersen,to extort,敲诈,VERB,B2
afpersing,extortion,勒索,NOUN,B2
extraheren,to extract,提取,VERB,B2
extractie,extraction,提取,NOUN,B2
uitleveren,to extradite,引渡,VERB,B2
extrapoleren,to extrapolate,推断,VERB,B2
extravagantie,extravagance,奢侈,NOUN,B2
extreem,extreme,أقصى,NOUN,B2
extraversie,extroversion,外向,NOUN,B2
juichen,to exult,狂喜,VERB,B2
jubel,exultation,欢腾,NOUN,B2
wenkbrauw,eyebrow,眉毛,NOUN,B2
wimper,eyelash,睫毛,NOUN,B2
ooglid,eyelid,眼皮,NOUN,B2
ooggetuige,eyewitness,目击,NOUN,B2
fabel,fable,寓言,NOUN,B2
stof,fabric,织物,NOUN,B2
confronteren,to face,面对,VERB,B2
fysiognomie,face reading,面相,NOUN,B2
gezichtsherkenning,face recognition,认人,NOUN,B2
faciliteren,to facilitate,促进,VERB,B2
faciliteiten,facilities,设施,NOUN,B2
factie,faction,派,NOUN,B2
vervagen,to fade,褪色,VERB,B2
vervaagd,faded,褪色的,ADJ,B2
mislukte poging,failed bid,流标,NOUN,B2
mislukking,failure,失败,NOUN,B2
flauwvallen,to faint,昏倒,VERB,B2
flauwte,fainting,晕厥,NOUN,B2
eerlijk,fair,公平的,ADJ,B2
fee,fairy,仙女,NOUN,B2
geloof,faith,信仰,NOUN,B2
valk,falcon,猎鹰,NOUN,B2
val,fall,瀑布,NOUN,B2
inslapen,to fall asleep,入睡,VERB,B2
terugvallen,to fall back,回落,VERB,B2
ziek worden,to fall ill,患病,VERB,B2
verliefd worden,to fall in love,坠入爱河,VERB,B2
dwaling,fallacy,谬误,NOUN,B2
onmin,falling out,反目,NOUN,B2
doorval,falling though,虽坠,NOUN,B2
onwaarheid,falsehood,谎言,NOUN,B2
valsheid,falsity,虚假,NOUN,B2
gezinsruïne,family ruin,家破,NOUN,B2
ventilator,fan,粉丝,NOUN,B2
ver,far,远,ADV,B2
landbouw,farming,农业,NOUN,B2
fascineren,to fascinate,使着迷,VERB,B2
vasten,to fast,禁食,VERB,B2
snel,fast quick,快的,ADJ,B2
vasten,fasting,禁食,NOUN,B2
dik,fat,胖的,ADJ,B2
fataal,fatal,致命的,ADJ,B2
vader,father,父,PART,B2
schoonvader,father-in-law,岳父,NOUN,B2
fout,fault,错误,NOUN,B2
bevoordelen,favor,恩惠,NOUN,B2
bevoordelen,to favor,偏袒,VERB,B2
gunstige omstandigheden,favorable circumstances,顺境,NOUN,B2
favoriet,favorite,最喜欢的,ADJ,B2
haalbaarheid,feasibility,可行性,NOUN,B2
voer,feed,饲料,NOUN,B2
kosten,fees,酬金,NOUN,B2
kerel,fellow,家伙,NOUN,B2
misdrijf,felony,重罪,NOUN,B2
vriendin,female friend,女性朋友,NOUN,B2
vrouwelijke familieleden,female relatives,女眷,NOUN,B2
vrouwelijkheid,femininity,女性气质,NOUN,B2
venkel,fennel,茴香,NOUN,B2
fermenteren,to ferment,发酵,VERB,B2
felheid,ferocity,凶猛,NOUN,B2
vruchtbaar,fertile,肥沃的,ADJ,B2
meststof,fertilizer,肥料,NOUN,B2
zweren,to fester,溃烂,VERB,B2
festival,festival,节日,NOUN,B2
foetus,fetus,胎儿,NOUN,B2
vete,feud,世仇,NOUN,B2
feodaal,feudal,封建,ADJ,B2
weinigen,few,几下,NOUN,B2
verloofde,fiance,未婚夫,NOUN,B2
vezel,fiber,纤维,NOUN,B2
fibrose,fibrosis,纤维化,NOUN,B2
fictief,fictional,虚构的,ADJ,B2
felheid,fierceness,凶猛,NOUN,B2
filiaal,filial,孝顺,ADJ,B2
eindstadium,final stage,末期,NOUN,B2
ontdekken,to find out,找出,VERB,B2
beboeten,to fine,罚款,VERB,B2
fijne huid,fine skin,细皮,NOUN,B2
vingerafdruk,fingerprint,指纹,NOUN,B2
afwerking,finishing,装修,NOUN,B2
