Spanish_Lemma,English_Lemma,Chinese_Lemma,POS
imprecación,imprecation,诅咒,NOUN
imprecar,to imprecate,诅咒,VERB
impreciso,imprecise,不精确的,ADJ
impredecible,unpredictable,不可预测的,ADJ
impregnación,impregnation,浸透,NOUN
impregnar,to impregnate,使充满,VERB
imprenta,printing press,印刷厂,NOUN
imprescindible,essential,必不可少的,ADJ
impresionar,to impress,给……留下印象,VERB
impreso,printed,印刷的,ADJ
impresor,printer,印刷工,NOUN
impresora,printer,打印机,NOUN
imprevisible,unforeseeable,不可预见的,ADJ
imprevisión,improvidence,缺乏远见,NOUN
imprevisto,unexpected,意外的,ADJ
imprimir,to print,印刷,VERB
improcedente,inadmissible,不适当的,ADJ
improductivo,unproductive,无成效的,ADJ
impronta,imprint,印记,NOUN
improperio,insult,辱骂,NOUN
impropio,improper,不合适的,ADJ
improrrogable,non-extendable,不可延期的,ADJ
improvisación,improvisation,即兴创作,NOUN
improvisar,improvise,即兴创作,VERB
improviso,impromptu,即兴的,ADJ
imprudencia,imprudence,轻率,NOUN
imprudente,imprudent,轻率的,ADJ
impudicia,immodesty,不贞,NOUN
impuesto,tax,税,NOUN
impugnable,contestable,可质疑的,ADJ
impugnación,challenge,质疑,NOUN
impugnar,challenge,质疑,VERB
impulsar,boost,推动,VERB
impulsivo,impulsive,冲动的,ADJ
impulsor,promoter,推动者,NOUN
impune,unpunished,未受惩罚的,ADJ
impunidad,impunity,逍遥法外,NOUN
impureza,impurity,不纯,NOUN
impuro,impure,不纯的,ADJ
imputación,imputation,归咎,NOUN
imputar,impute,归咎,VERB
impávido,undaunted,无畏的,ADJ
impío,impious,不虔诚的,ADJ
impúdico,indecent,不知羞耻的,ADJ
imán,magnet,磁铁,NOUN
inabordable,unapproachable,难以接近的,ADJ
inacabable,endless,无尽的,ADJ
inaccesible,inaccessible,难以到达的,ADJ
inacción,inaction,不作为,NOUN
inaceptable,unacceptable,不可接受的,ADJ
inactivo,inactive,不活跃的,ADJ
inadaptación,maladjustment,适应不良,NOUN
inadaptado,maladjusted,适应不良的,ADJ
inadecuado,inadequate,不适当的,ADJ
inadmisible,inadmissible,不可接受的,ADJ
inadvertencia,oversight,疏忽,NOUN
inadvertido,unnoticed,未被注意的,ADJ
inafectado,unaffected,未受影响的,ADJ
inagotable,inexhaustible,取之不尽的,ADJ
inalcanzable,unreachable,无法达到的,ADJ
inalterable,unalterable,不可改变的,ADJ
inamovible,immovable,不可移动的,ADJ
inanición,starvation,饥饿,NOUN
inanimado,inanimate,无生命的,ADJ
inapelable,unappealable,不可上诉的,ADJ
inapetencia,lack of appetite,食欲不振,NOUN
inaplazable,unpostponable,不可推迟的,ADJ
inapreciable,inappreciable,微不足道的,ADJ
inapropiado,inappropriate,不适当的,ADJ
inarmonioso,inharmonious,不和谐的,ADJ
inasequible,unattainable,难以获得的,ADJ
inasible,intangible,难以捉摸的,ADJ
inasistencia,absence,缺席,NOUN
inaudito,unprecedented,史无前例的,ADJ
inauguración,inauguration,开幕,NOUN
inaugurar,to inaugurate,举行开幕式,VERB
incalificable,unspeakable,难以形容的,ADJ
incandescencia,incandescence,白炽,NOUN
incandescente,incandescent,白炽的,ADJ
incansable,tireless,不知疲倦的,ADJ
incapacidad,incapacity,无能,NOUN
incapacitar,to incapacitate,使丧失能力,VERB
incautación,seizure,没收,NOUN
incautar,to seize,没收,VERB
incautarse,to seize,没收,VERB
incauto,gullible,轻信的,ADJ
incendiar,to set on fire,纵火,VERB
incendiario,incendiary,煽动性的,ADJ
incentivo,incentive,激励,NOUN
inceptivo,inceptive,起始的,ADJ
incertidumbre,uncertainty,不确定性,NOUN
incesante,incessant,不停的,ADJ
incidencia,incidence,发生率,NOUN
incidir,to influence,影响,VERB
incienso,incense,香,NOUN
incierto,uncertain,不确定的,ADJ
incineración,incineration,焚烧,NOUN
incinerador,incinerator,焚化炉,NOUN
incinerar,to incinerate,焚烧,VERB
incipiente,incipient,初期的,ADJ
incisivo,incisive,尖锐的,ADJ
incisión,incision,切口,NOUN
inciso,parenthesis,插入语,NOUN
incitación,incitement,煽动,NOUN
incitante,inciting,煽动的,ADJ
incitar,to incite,煽动,VERB
incivil,uncivil,无礼的,ADJ
inclasificable,unclassifiable,无法分类的,ADJ
inclemencia,inclemency,严酷,NOUN
inclemente,inclement,严酷的,ADJ
inclinación,inclination,倾向,NOUN
inclinar,to incline,使倾斜,VERB
inclito,illustrious,著名的,ADJ
incluir,to include,包括,VERB
inclusión,inclusion,包含,NOUN
incoación,initiation,开始,NOUN
incoar,to initiate,开始,VERB
incoativo,inchoative,表始的,ADJ
incoherencia,incoherence,不连贯,NOUN
incoherente,incoherent,不连贯的,ADJ
incoloro,colorless,无色的,ADJ
incomestible,inedible,不可食用的,ADJ
incomible,inedible,不可食用的,ADJ
incomodar,to disturb,打扰,VERB
incomodidad,inconvenience,不便,NOUN
incompatibilidad,incompatibility,不兼容,NOUN
incompetencia,incompetence,无能,NOUN
incompetente,incompetent,无能的,ADJ
incompleto,incomplete,不完整的,ADJ
incomprendido,misunderstood,被误解的,ADJ
incomprensible,incomprehensible,难以理解的,ADJ
incomprensión,incomprehension,不理解,NOUN
incomunicación,isolation,隔绝,NOUN
incomunicado,incommunicado,被隔绝的,ADJ
incomunicar,to isolate,使隔绝,VERB
inconcebible,inconceivable,不可想象的,ADJ
inconciliable,irreconcilable,不可调和的,ADJ
inconcluso,unfinished,未完成的,ADJ
incondicional,unconditional,无条件的,ADJ
inconexión,disconnection,断开,NOUN
inconexo,disjointed,不连贯的,ADJ
inconfesable,unmentionable,难以启齿的,ADJ
inconforme,dissatisfied,不满的,ADJ
inconformista,nonconformist,持异议者,NOUN
inconfundible,unmistakable,不会弄错的,ADJ
incongruencia,incongruity,不协调,NOUN
incongruente,incongruous,不协调的,ADJ
inconmensurable,immeasurable,不可估量的,ADJ
inconmovible,unshakable,不可动摇的,ADJ
inconquistable,unconquerable,不可征服的,ADJ
inconsciencia,unconsciousness,无知觉,NOUN
inconsecuente,inconsistent,前后矛盾的,ADJ
inconsiderado,inconsiderate,考虑不周的,ADJ
inconsistencia,inconsistency,不一致,NOUN
inconsistente,inconsistent,不一致的,ADJ
inconstante,inconstant,反复无常的,ADJ
incontable,uncountable,数不尽的,ADJ
incontrolable,uncontrollable,无法控制的,ADJ
inconveniencia,inconvenience,不便,NOUN
inconveniente,inconvenient,不方便的,ADJ
incorporar,incorporate,合并,VERB
incorrecto,incorrect,不正确的,ADJ
increpar,rebuke,斥责,VERB
incriminar,incriminate,归罪,VERB
incrustar,embed,嵌入,VERB
incrédulo,incredulous,怀疑的,ADJ
inculcar,inculcate,灌输,VERB
inculpar,accuse,控告,VERB
incumbir,concern,涉及,VERB
incumplimiento,non-compliance,不履行,NOUN
incumplir,fail to fulfill,未履行,VERB
incurrir,incur,招致,VERB
incógnita,unknown,未知数,NOUN
incógnito,incognito,隐姓埋名的,ADJ
indagar,investigate,调查,VERB
indecente,indecent,下流的,ADJ
indecisión,indecision,犹豫不决,NOUN
indeciso,indecisive,优柔寡断的,ADJ
indefenso,defenseless,手无寸铁的,ADJ
indefinido,indefinite,不确定的,ADJ
indemnización,compensation,赔偿,NOUN
independencia,independence,独立,NOUN
independizar,make independent,使独立,VERB
indescriptible,indescribable,难以形容的,ADJ
indeterminado,indeterminate,不确定的,ADJ
indicación,indication,指示,NOUN
indicar,indicate,指出,VERB
indicio,clue,迹象,NOUN
indiferencia,indifference,冷漠,NOUN
indiferente,indifferent,冷漠的,ADJ
indigente,indigent,贫困的,ADJ
indigestión,indigestion,消化不良,NOUN
indignación,indignation,愤慨,NOUN
indignado,indignant,愤怒的,ADJ
indignar,to outrage,激怒,VERB
indigno,unworthy,不配的,ADJ
indirecto,indirect,间接的,ADJ
indiscreción,indiscretion,轻率,NOUN
indiscreto,indiscreet,轻率的,ADJ
indistinguible,indistinguishable,无法区分的,ADJ
indistinto,indistinct,模糊的,ADJ
individualismo,individualism,个人主义,NOUN
inducir,to induce,诱导,VERB
indudable,undoubted,无疑的,ADJ
indudablemente,undoubtedly,无疑地,ADV
indulgencia,indulgence,宽容,NOUN
indulgente,indulgent,宽容的,ADJ
indultar,to pardon,赦免,VERB
indulto,pardon,赦免,NOUN
indumentaria,clothing,服装,NOUN
indígena,indigenous,土著的,ADJ
indómito,indomitable,不屈的,ADJ
ineficaz,ineffective,无效的,ADJ
ineficiencia,inefficiency,低效,NOUN
ineficiente,inefficient,低效的,ADJ
ineptitud,ineptitude,无能,NOUN
inepto,inept,无能的,ADJ
inerme,defenseless,无防御的,ADJ
inerte,inert,惰性的,ADJ
inestabilidad,instability,不稳定,NOUN
inexacto,inexact,不准确的,ADJ
inexistente,nonexistent,不存在的,ADJ
inexperto,inexperienced,无经验的,ADJ
inexpresivo,inexpressive,无表情的,ADJ
infame,infamous,声名狼藉的,ADJ
infamia,infamy,恶名,NOUN
infatigable,tireless,不知疲倦的,ADJ
infectar,to infect,感染,VERB
inferioridad,inferiority,劣势,NOUN
infestar,to infest,滋生,VERB
infidelidad,infidelity,不忠,NOUN
infiltrar,to infiltrate,渗透,VERB
infinidad,infinity,无限,NOUN
infinito,infinite,无限的,ADJ
inflación,inflation,通货膨胀,NOUN
inflamable,flammable,易燃的,ADJ
inflamación,inflammation,炎症,NOUN
inflamar,to inflame,使发炎,VERB
inflar,to inflate,充气,VERB
infligir,to inflict,施加,VERB
influir,to influence,影响,VERB
informativo,informative,提供信息的,ADJ
informática,computer science,计算机科学,NOUN
infortunio,misfortune,不幸,NOUN
infracción,infraction,违规,NOUN
infringir,to infringe,侵犯,VERB
infructuoso,fruitless,徒劳的,ADJ
infundir,to instill,灌输,VERB
ingenioso,ingenious,巧妙的,ADJ
ingenuidad,naivety,天真,NOUN
ingenuo,naive,天真的,ADJ
ingerir,to ingest,摄入,VERB
ingrato,ungrateful,忘恩负义的,ADJ
ingrediente,ingredient,成分,NOUN
ingresar,to enter,进入,VERB
ingreso,income,收入,NOUN
inherente,inherent,固有的,ADJ
inhibición,inhibition,抑制,NOUN
inhibir,to inhibit,抑制,VERB
inhumación,burial,埋葬,NOUN
inhumanidad,inhumanity,不人道,NOUN
inhumano,inhuman,不人道的,ADJ
inhóspito,inhospitable,荒凉的,ADJ
inicialmente,initially,最初,ADV
ininteligible,unintelligible,难以理解的,ADJ
ininterrumpido,uninterrupted,不间断的,ADJ
inmaculado,immaculate,无瑕的,ADJ
inmaduro,immature,不成熟的,ADJ
inmanente,immanent,内在的,ADJ
inmediación,proximity,邻近,NOUN
inmejorable,unbeatable,无可挑剔的,ADJ
inmemorable,immemorial,古老的,ADJ
inmensidad,immensity,巨大,NOUN
inmenso,immense,巨大的,ADJ
inmerecido,undeserved,不配的,ADJ
inmersión,immersion,沉浸,NOUN
inmerso,immersed,沉浸的,ADJ
inmigración,immigration,移民,NOUN
inmigrante,immigrant,移民,NOUN
inminente,imminent,即将来临的,ADJ
inmiscuirse,to meddle,干涉,VERB
inmoral,immoral,不道德的,ADJ
inmoralidad,immorality,不道德,NOUN
inmortalidad,immortality,不朽,NOUN
inmovilizar,to immobilize,使固定,VERB
inmueble,real estate,不动产,NOUN
inmundo,filthy,肮脏的,ADJ
inmune,immune,免疫的,ADJ
inmutable,unchanging,不变的,ADJ
inmóvil,motionless,静止的,ADJ
innato,innate,天生的,ADJ
innecesario,unnecessary,不必要的,ADJ
innegable,undeniable,不可否认的,ADJ
innovación,innovation,创新,NOUN
innovador,innovative,创新的,ADJ
inocuo,harmless,无害的,ADJ
inoportuno,inopportune,不合时宜的,ADJ
inquietante,disturbing,令人不安的,ADJ
inquietar,to disturb,使不安,VERB
inquietud,worry,忧虑,NOUN
inquilino,tenant,房客,NOUN
inquisición,inquisition,宗教裁判所,NOUN
inquisitivo,inquisitive,好问的,ADJ
insaciable,insatiable,不知足的,ADJ
insano,insane,疯狂的,ADJ
inscribir,to enroll,注册,VERB
inscripción,enrollment,注册,NOUN
insecto,insect,昆虫,NOUN
inseguridad,insecurity,不安全感,NOUN
inseguro,insecure,不安全的,ADJ
inseminación,insemination,授精,NOUN
insensato,senseless,愚蠢的,ADJ
insensibilidad,insensitivity,麻木,NOUN
insensible,insensitive,麻木的,ADJ
insertar,to insert,插入,VERB
inservible,useless,无用的,ADJ
insidioso,insidious,阴险的,ADJ
insinuación,insinuation,暗示,NOUN
insinuar,to insinuate,暗示,VERB
insistir,to insist,坚持,VERB
insolencia,insolence,无礼,NOUN
insolente,insolent,无礼的,ADJ
insolvente,insolvent,无偿还能力的,ADJ
insomnio,insomnia,失眠,NOUN
insondable,unfathomable,深不可测的,ADJ
inspeccionar,to inspect,检查,VERB
inspirar,to inspire,激励,VERB
instalar,to install,安装,VERB
instancia,application,申请,NOUN
instantáneo,instantaneous,瞬间的,ADJ
instaurar,to establish,建立,VERB
institucional,institutional,机构的,ADJ
instituir,to institute,设立,VERB
instrucción,instruction,指示,NOUN
instruir,to instruct,指导,VERB
insuficiencia,insufficiency,不足,NOUN
insuficiente,insufficient,不足的,ADJ
insufrible,insufferable,难以忍受的,ADJ
insulina,insulin,胰岛素,NOUN
insulso,bland,乏味的,ADJ
insultar,to insult,侮辱,VERB
insumiso,defiant,不服从的,ADJ
insuperable,insurmountable,不可逾越的,ADJ
insurrección,insurrection,起义,NOUN
intacto,intact,完整的,ADJ
integrar,to integrate,整合,VERB
intelecto,intellect,智力,NOUN
intemperie,open air,露天,NOUN
intencionado,deliberate,故意的,ADJ
intencional,intentional,故意的,ADJ
intensidad,intensity,强度,NOUN
intensificar,to intensify,加强,VERB
intercambiar,to exchange,交换,VERB
interceder,to intercede,调停,VERB
interceptar,to intercept,拦截,VERB
interesar,to interest,使感兴趣,VERB
interfaz,interface,接口,NOUN
interferencia,interference,干扰,NOUN
interferir,to interfere,干涉,VERB
interjección,interjection,感叹词,NOUN
intermedio,intermediate,中间的,ADJ
intermitente,intermittent,间歇的,ADJ
internar,to commit,收容,VERB
interpolar,to interpolate,插值,VERB
interpretación,interpretation,解释,NOUN
interpretar,to interpret,解释,VERB
interrogación,interrogation,审问,NOUN
interrogante,questioning,疑问的,ADJ
interrogar,to interrogate,审问,VERB
intersección,intersection,交叉点,NOUN
intervenir,to intervene,干预,VERB
interventor,inspector,检查员,NOUN
intestino,intestine,肠,NOUN
intimidar,to intimidate,恐吓,VERB
intolerancia,intolerance,不容忍,NOUN
intolerante,intolerant,不容忍的,ADJ
intoxicación,intoxication,中毒,NOUN
intoxicar,to intoxicate,使中毒,VERB
intransigente,intransigent,不妥协的,ADJ
intratable,intractable,难处理的,ADJ
intriga,intrigue,阴谋,NOUN
intrigante,intriguing,引起好奇心的,ADJ
intrigar,to intrigue,激起好奇心,VERB
intrincado,intricate,错综复杂的,ADJ
introducción,introduction,介绍,NOUN
introducir,to introduce,介绍,VERB
intromisión,intrusion,闯入,NOUN
intruso,intruder,入侵者,NOUN
intrépido,intrepid,无畏的,ADJ
intríngulis,intricacy,错综复杂,NOUN
intuición,intuition,直觉,NOUN
intuir,to intuit,直觉感知,VERB
intérprete,interpreter,口译员,NOUN
inundación,flood,洪水,NOUN
inundar,to flood,淹没,VERB
invadir,to invade,入侵,VERB
invasor,invader,入侵者,NOUN
invencible,invincible,不可战胜的,ADJ
inventario,inventory,库存,NOUN
invento,invention,发明,NOUN
invernadero,greenhouse,温室,NOUN
invernal,wintry,冬天的,ADJ
inverosímil,unlikely,难以置信的,ADJ
inviable,unviable,不可行的,ADJ
invidente,blind,失明的,ADJ
invocación,invocation,祈祷,NOUN
invocar,to invoke,援引,VERB
involucrar,to involve,涉及,VERB
involuntario,involuntary,无意识的,ADJ
inyectar,to inject,注射,VERB
inútilmente,uselessly,徒劳地,ADV
iracundo,wrathful,愤怒的,ADJ
ironizar,to ironize,讽刺,VERB
ironía,irony,讽刺,NOUN
irracional,irrational,非理性的,ADJ
irradiar,to radiate,辐射,VERB
irreal,unreal,不真实的,ADJ
irrealidad,unreality,虚幻,NOUN
irreconciliable,irreconcilable,不可调和的,ADJ
irrecuperable,irretrievable,无法挽回的,ADJ
irreemplazable,irreplaceable,不可替代的,ADJ
irreflexivo,unreflective,轻率的,ADJ
irregularidad,irregularity,不规则,NOUN
irrelevante,irrelevant,无关的,ADJ
irreligioso,irreligious,不信教的,ADJ
irrepetible,unrepeatable,不可重复的,ADJ
irreprochable,irreproachable,无懈可击的,ADJ
irresponsable,irresponsible,不负责任的,ADJ
irrigar,irrigate,灌溉,VERB
irritación,irritation,刺激,NOUN
irritante,irritating,令人恼火的,ADJ
irritar,irritate,激怒,VERB
irrumpir,burst in,闯入,VERB
isleño,islander,岛民,NOUN
islámico,Islamic,伊斯兰的,ADJ
istmo,isthmus,地峡,NOUN
itinerario,itinerary,行程,NOUN
jadear,pant,喘息,VERB
jaqueca,migraine,偏头痛,NOUN
jarabe,syrup,糖浆,NOUN
jardinero,gardener,园丁,NOUN
jardinería,gardening,园艺,NOUN
jarrón,vase,花瓶,NOUN
jazmín,jasmine,茉莉,NOUN
jefatura,headquarters,总部,NOUN
jerarquía,hierarchy,等级制度,NOUN
jerga,jargon,行话,NOUN
jeringa,syringe,注射器,NOUN
jeroglífico,hieroglyphic,象形文字,NOUN
jirafa,giraffe,长颈鹿,NOUN
jolgorio,merriment,欢庆,NOUN
jornada,workday,工作日,NOUN
jornal,daily wage,日薪,NOUN
jornalero,day laborer,日工,NOUN
joyería,jewelry store,珠宝店,NOUN
jubilación,retirement,退休,NOUN
jubilar,to retire,退休,VERB
jubileo,jubilee,禧年,NOUN
juerga,spree,狂欢,NOUN
jueza,female judge,女法官,NOUN
juramentar,to administer an oath,使宣誓,VERB
jurar,to swear,发誓,VERB
jurisprudencia,jurisprudence,法理学,NOUN
jurista,jurist,法学家,NOUN
jurídico,legal,法律的,ADJ
justamente,exactly,正好,ADV
justeza,justness,公正,NOUN
justificable,justifiable,可证明正当的,ADJ
justificación,justification,理由,NOUN
justificar,to justify,证明正当,VERB
juvenil,youthful,青年的,ADJ
júbilo,jubilation,欢欣,NOUN
kilogramo,kilogram,千克,NOUN
kilómetro,kilometer,公里,NOUN
kiosco,kiosk,亭子,NOUN
laberinto,labyrinth,迷宫,NOUN
labio,lip,嘴唇,NOUN
labor,work,工作,NOUN
laborable,working,工作的,ADJ
laboral,labor-related,劳工的,ADJ
laboriosamente,laboriously,勤劳地,ADV
laborioso,laborious,勤劳的,ADJ
labrador,farmer,农民,NOUN
labrar,to cultivate,耕作,VERB
laca,lacquer,漆,NOUN
ladera,slope,山坡,NOUN
ladrar,to bark,吠叫,VERB
ladrillo,brick,砖,NOUN
lagartija,lizard,蜥蜴,NOUN
lagarto,lizard,蜥蜴,NOUN
lagrimear,to tear up,流泪,VERB
laguna,lagoon,泻湖,NOUN
laico,lay,世俗的,ADJ
lamentar,to regret,遗憾,VERB
langosta,lobster,龙虾,NOUN
languidecer,to languish,憔悴,VERB
languidez,languor,倦怠,NOUN
lapso,lapse,疏忽,NOUN
largura,length,长度,NOUN
laringe,larynx,喉,NOUN
lasitud,lassitude,疲乏,NOUN
laso,weary,疲倦的,ADJ
lastimoso,pitiful,可怜的,ADJ
lastre,ballast,压舱物,NOUN
latido,heartbeat,心跳,NOUN
latifundio,large estate,大庄园,NOUN
latino,Latin,拉丁的,ADJ
latir,to beat,跳动,VERB
latitud,latitude,纬度,NOUN
latín,Latin,拉丁语,NOUN
lavadero,laundry room,洗衣房,NOUN
lavadora,washing machine,洗衣机,NOUN
lavavajillas,dishwasher,洗碗机,NOUN
laxante,laxative,泻药,NOUN
laxitud,laxity,松弛,NOUN
laxo,lax,松弛的,ADJ
lazada,bow,蝴蝶结,NOUN
lechero,milkman,送奶工,NOUN
lágrima,tear,眼泪,NOUN
macabro,macabre,阴森的,ADJ
macerar,macerate,浸软,VERB
machacar,crush,捣碎,VERB
macizo,solid,实心的,ADJ
madurez,maturity,成熟,NOUN
magnate,tycoon,巨头,NOUN
magnánimo,magnanimous,宽宏大量的,ADJ
majestuoso,majestic,宏伟的,ADJ
malestar,discomfort,不适,NOUN
maltrato,mistreatment,虐待,NOUN
malversar,embezzle,挪用,VERB
mampara,screen,屏风,NOUN
manantial,spring,泉水,NOUN
mandamás,boss,头目,NOUN
mandato,mandate,命令,NOUN
mandíbula,jaw,下颌,NOUN
manifiesto,manifesto,宣言,NOUN
maniobra,maneuver,演习,NOUN
manipular,manipulate,操纵,VERB
manjar,delicacy,美食,NOUN
manto,cloak,斗篷,NOUN
maquiavélico,Machiavellian,马基雅维利式的,ADJ
maquillar,apply makeup,化妆,VERB
maquinaria,machinery,机械,NOUN
marasmo,stagnation,停滞,NOUN
marino,marine,海洋的,ADJ
marioneta,puppet,木偶,NOUN
martirio,martyrdom,殉难,NOUN
masivo,massive,大规模的,ADJ
matriarca,matriarch,女家长,NOUN
matriz,matrix,矩阵,NOUN
mazmorra,dungeon,地牢,NOUN
meandro,meander,河曲,NOUN
mecenas,patron,赞助人,NOUN
mediano,medium-sized,中等的,ADJ
mediar,mediate,调解,VERB
meditabundo,pensive,沉思的,ADJ
megalómano,megalomaniac,夸大妄想的,ADJ
melancolía,melancholy,忧郁,NOUN
membrana,membrane,膜,NOUN
mención,mention,提及,NOUN
mendigar,to beg,乞讨,VERB
menguar,to wane,减少,VERB
menoscabar,to undermine,损害,VERB
mercenario,mercenary,雇佣的,ADJ
merecer,to deserve,值得,VERB
meticuloso,meticulous,一丝不苟的,ADJ
metálico,metallic,金属的,ADJ
mezclar,to mix,混合,VERB
milenario,millenary,千年的,ADJ
minucioso,thorough,细致的,ADJ
miramiento,consideration,顾虑,NOUN
misiva,missive,书信,NOUN
misántropo,misanthrope,厌世者,NOUN
mitigar,to mitigate,减轻,VERB
moción,motion,动议,NOUN
modalidad,mode,方式,NOUN
modorra,drowsiness,昏睡,NOUN
monarca,monarch,君主,NOUN
monasterio,monastery,修道院,NOUN
monótono,monotonous,单调的,ADJ
morada,dwelling,住所,NOUN
moratoria,moratorium,暂停,NOUN
mordaz,biting,尖刻的,ADJ
morder,to bite,咬,VERB
mortífero,deadly,致命的,ADJ
mosaico,mosaic,马赛克,NOUN
motivación,motivation,动机,NOUN
mudanza,move,搬迁,NOUN
mudo,mute,哑的,ADJ
mugre,grime,污垢,NOUN
muralla,wall,城墙,NOUN
mutilar,mutilate,使残废,VERB
mutuo,mutual,相互的,ADJ
músculo,muscle,肌肉,NOUN
nacionalidad,nationality,国籍,NOUN
nefasto,disastrous,灾难性的,ADJ
negligencia,negligence,疏忽,NOUN
neófito,neophyte,新手,NOUN
nimio,trivial,琐碎的,ADJ
nombrar,appoint,任命,VERB
normativa,regulations,法规,NOUN
notorio,notorious,臭名昭著的,ADJ
novicio,novice,初学者,NOUN
numeroso,numerous,众多的,ADJ
nítido,sharp,清晰的,ADJ
nómada,nomad,游牧者,NOUN
obcecado,obstinate,固执的,ADJ
oblicuo,oblique,倾斜的,ADJ
obligar,force,强迫,VERB
obsequio,gift,礼物,NOUN
obsoleto,obsolete,过时的,ADJ
obstinado,stubborn,顽固的,ADJ
obstáculo,obstacle,障碍,NOUN
ocasional,occasional,偶尔的,ADJ
ocaso,sunset,日落,NOUN
ocupación,occupation,职业,NOUN
odisea,odyssey,漫长冒险,NOUN
ofensiva,offensive,攻势,NOUN
ofuscar,dazzle,使眼花缭乱,VERB
ominoso,ominous,不祥的,ADJ
omitir,omit,省略,VERB
oponerse,to oppose,反对,VERB
opulento,opulent,富丽堂皇的,ADJ
ordenanza,ordinance,条例,NOUN
oriental,eastern,东方的,ADJ
ornamento,ornament,装饰,NOUN
ortodoxo,orthodox,正统的,ADJ
oráculo,oracle,神谕,NOUN
osadía,boldness,大胆,NOUN
oscilar,to oscillate,摆动,VERB
ostentar,to display,炫耀,VERB
ostracismo,ostracism,排斥,NOUN
otorgar,to grant,授予,VERB
padecimiento,suffering,痛苦,NOUN
paliar,to alleviate,缓解,VERB
paradigma,paradigm,范式,NOUN
paraje,place,地方,NOUN
paralelo,parallel,平行的,ADJ
paramédico,paramedic,护理人员,NOUN
paria,outcast,弃民,NOUN
paroxismo,paroxysm,发作,NOUN
parsimonia,parsimony,吝啬,NOUN
patología,pathology,病理学,NOUN
patíbulo,gallows,绞刑架,NOUN
pecuniario,monetary,金钱的,ADJ
penetrar,to penetrate,穿透,VERB
percepción,perception,感知,NOUN
perentorio,peremptory,紧急的,ADJ
pericia,expertise,专业技能,NOUN
perjuicio,harm,损害,NOUN
perpetrar,to perpetrate,犯,VERB
perplejo,perplexed,困惑的,ADJ
perspicaz,perceptive,敏锐的,ADJ
pertenecer,to belong,属于,VERB
pertinaz,persistent,固执的,ADJ
pestilente,pestilent,恶臭的,ADJ
picaresco,picaresque,流浪汉小说风格的,ADJ
pilar,pillar,支柱,NOUN
placidez,calmness,平静,NOUN
plagio,plagiarism,剽窃,NOUN
planear,to plan,计划,VERB
plantear,to raise,提出,VERB
plebeyo,commoner,平民,NOUN
plenitud,fullness,圆满,NOUN
polémica,controversy,争议,NOUN
ponencia,presentation,演讲,NOUN
pormenor,detail,细节,NOUN
portarse,to behave,表现,VERB
portavoz,spokesperson,发言人,NOUN
postergar,to postpone,推迟,VERB
postrero,last,最后的,ADJ
precariedad,precariousness,不稳定性,NOUN
predecir,to predict,预测,VERB
preferir,to prefer,更喜欢,VERB
premonición,premonition,预感,NOUN
prenda,garment,衣物,NOUN
preocupar,to worry,担心,VERB
prepotente,arrogant,傲慢的,ADJ
presagio,omen,预兆,NOUN
presteza,swiftness,迅速,NOUN
prestigio,prestige,声望,NOUN
presumir,to show off,炫耀,VERB
presunción,presumption,自负,NOUN
presunto,alleged,涉嫌的,ADJ
pretender,to intend,企图,VERB
pretexto,pretext,借口,NOUN
previo,previous,先前的,ADJ
preámbulo,preamble,序言,NOUN
primordial,fundamental,根本的,ADJ
proclive,prone,倾向于,ADJ
proeza,feat,壮举,NOUN
prohibición,prohibition,禁止,NOUN
prohibir,prohibit,禁止,VERB
prolífico,prolific,多产的,ADJ
prometer,promise,承诺,VERB
promiscuo,promiscuous,滥交的,ADJ
promoción,promotion,晋升,NOUN
prontitud,promptness,迅速,NOUN
propensión,propensity,倾向,NOUN
protagonista,protagonist,主角,NOUN
protestar,protest,抗议,VERB
proyección,projection,投影,NOUN
prudencia,prudence,谨慎,NOUN
próspero,prosperous,繁荣的,ADJ
psicólogo,psychologist,心理学家,NOUN
pugna,struggle,斗争,NOUN
pulcro,neat,整洁的,ADJ
pútrido,putrid,腐烂的,ADJ
quebrar,break,打破,VERB
quejarse,complain,抱怨,VERB
quimera,chimera,幻想,NOUN
raigambre,roots,根源,NOUN
rapiña,plunder,掠夺,NOUN
rasgo,trait,特征,NOUN
reaccionar,react,反应,VERB
reclamar,claim,要求,VERB
recomendar,recommend,推荐,VERB
reconciliación,reconciliation,和解,NOUN
reconstruir,reconstruct,重建,VERB
rectificar,rectify,纠正,VERB
recóndito,hidden,隐蔽的,ADJ
redención,redemption,救赎,NOUN
refulgente,shining,闪耀的,ADJ
regalar,to give as a gift,赠送,VERB
relajar,to relax,放松,VERB
relato,story,故事,NOUN
relegar,to relegate,贬谪,VERB
reminiscencia,reminiscence,回忆,NOUN
rendirse,to surrender,投降,VERB
renuente,reluctant,不情愿的,ADJ
repartir,to distribute,分发,VERB
repasar,to review,复习,VERB
repercusión,repercussion,反响,NOUN
representante,representative,代表,NOUN
representar,to represent,代表,VERB
repudio,repudiation,拒绝,NOUN
resabio,aftertaste,余味,NOUN
resarcir,to compensate,赔偿,VERB
resentimiento,resentment,怨恨,NOUN
reservar,to reserve,预订,VERB
residuo,residue,残留物,NOUN
resquicio,crack,缝隙,NOUN
restricción,restriction,限制,NOUN
reticente,reticent,沉默寡言的,ADJ
retribución,remuneration,报酬,NOUN
