Arabic_Lemma,English_Lemma,Chinese_Lemma,POS
مُتَماثِل,symmetric,对称的,ADJ
مُتَبايِن,distinct,不同的,ADJ
قابِلِيَّة,capability,能力,NOUN
نَفاذِيّ,permeable,可渗透的,ADJ
مِقْدارِيّ,quantitative,定量的,ADJ
مِعْدَلِيّ,average,平均的,ADJ
مُعَدَّل,average,平均数,NOUN
وَتِيرَة,pace,速度,NOUN
مُنَسَّق,coordinated,协调的,ADJ
مُهَيْكَل,structured,结构化的,ADJ
مُؤَتْمَت,automated,自动化的,ADJ
مُمَكْنَن,mechanized,机械化的,ADJ
مُرَقْمَن,digitized,数字化的,ADJ
مُبَرْمَج,programmed,编程的,ADJ
مُشَفَّر,encrypted,加密的,ADJ
مَضْغُوط,compressed,压缩的,ADJ
مُفَهْرَس,indexed,编入索引的,ADJ
مُؤَرْشَف,archived,归档的,ADJ
مُتَزَامِن,synchronized,同步的,ADJ
مُحَدَّث,updated,更新的,ADJ
مُرَقًّى,upgraded,升级的,ADJ
مُنَصَّب,installed,安装的,ADJ
مُهَيَّأ,configured,配置的,ADJ
مُعَايَر,calibrated,校准的,ADJ
مُوَثَّق,documented,有文件记录的,ADJ
مُصَادَق,authenticated,认证的,ADJ
مُخَوَّل,authorized,授权的,ADJ
مُشْتَبَك,interlocked,互锁的,ADJ
مُتَشَابِك,interlaced,交织的,ADJ
مُتَدَاخِل,overlapping,重叠的,ADJ
مُنْدَمِج,merged,合并的,ADJ
مُنْفَصِم,disjoint,分离的,ADJ
تَفَرُّع,branching,分支,NOUN
مُتَفَرِّع,branched,有分支的,ADJ
جِذْعِيّ,stem,茎的,ADJ
وَرَقِيّ,foliar,叶的,ADJ
جَذْرِيّ,radical,根的,ADJ
زَهْرِيّ,floral,花的,ADJ
ثَمَرِيّ,fruiting,果实的,ADJ
حَبِّيّ,granular,颗粒的,ADJ
لُبِّيّ,pulpy,髓质的,ADJ
قِشْرِيّ,cortical,皮层的,ADJ
لِحَائِيّ,phloem,韧皮部的,ADJ
خَشَبِيّ,woody,木质的,ADJ
رَحِيق,nectar,花蜜,NOUN
لِقَاحِيَّة,pollinic,花粉的,ADJ
طَلْع,spadix,肉穗花序,NOUN
إِخْصَاب,fertilization,受精,NOUN
تَكَاثُر,reproduction,繁殖,NOUN
تَنَاسُلِيّ,reproductive,生殖的,ADJ
لاجِنْسِيّ,asexual,无性的,ADJ
جَنينِيّ,embryonic,胚胎的,ADJ
مَشيمِيّ,placental,胎盘的,ADJ
رَحِمِيّ,uterine,子宫的,ADJ
مِبْيَضِيّ,ovarian,卵巢的,ADJ
خُصْيَوِيّ,testicular,睾丸的,ADJ
هُلامِيّ,gelatinous,胶状的,ADJ
غِرَوِيّ,colloidal,胶体的,ADJ
مُعَلَّق,suspended,悬浮的,ADJ
مُسْتَحْلَب,emulsion,乳液,NOUN
رَغْوِيّ,foamy,起泡的,ADJ
رَغْوة,foam,泡沫,NOUN
قِشْدِيّ,creamy,奶油状的,ADJ
لَزِج,viscous,粘稠的,ADJ
مُتَخَثِّر,coagulated,凝固的,ADJ
مُتَجَمِّد,solidifying,凝固的,ADJ
مُتَبَخِّر,evaporating,蒸发的,ADJ
مُتَطايِر,volatile,挥发性的,ADJ
مُتَسامٍ,subliming,升华的,ADJ
مُشْتَعِل,burning,燃烧的,ADJ
قابِلِيّة,combustibility,可燃性,NOUN
اِشْتِعال,combustion,燃烧,NOUN
اِحْتِراق,combustion,燃烧,NOUN
اِنْفِجار,explosion,爆炸,NOUN
اِنْفِجارِيّ,explosive,爆炸性的,ADJ
تَفَجُّر,detonation,爆炸,NOUN
شَرارة,spark,火花,NOUN
لَهَب,flame,火焰,NOUN
جَمْر,embers,余烬,NOUN
رَماد,ash,灰烬,NOUN
سَناج,soot,煤烟,NOUN
دُخان,smoke,烟,NOUN
بُخار,steam,蒸汽,NOUN
ضَباب,fog,雾,NOUN
سَحاب,clouds,云,NOUN
مُزْن,rain clouds,雨云,NOUN
هَطْل,precipitation,降水,NOUN
زَخَّة,shower,阵雨,NOUN
رَذَّاذِيّ,drizzly,毛毛雨的,ADJ
بَرَد,hail,冰雹,NOUN
صَقِيع,frost,霜,NOUN
ثَلْجِيّ,snowy,雪的,ADJ
جَلِيدِيّ,glacial,冰川的,ADJ
مُنْصَهَر,molten,熔化的,ADJ
مَصْهُور,melted,熔化的,ADJ
مَسْبُوك,cast,铸造的,ADJ
مَطْرُوق,forged,锻造的,ADJ
مَدْرُوف,rolled,轧制的,ADJ
مَجْلِيّ,polished,抛光的,ADJ
مَصْقُول,polished,抛光的,ADJ
مَطْلِيّ,plated,电镀的,ADJ
مُجَلَّفَن,galvanized,镀锌的,ADJ
مُؤَكْسَد,oxidized,氧化的,ADJ
صَدِيد,pus,脓,NOUN
صَدَأ,rust,铁锈,NOUN
تَأَكُّل,corrosion,腐蚀,NOUN
تَفَتُّت,fragmentation,碎裂,NOUN
تَشَقُّق,cracking,开裂,NOUN
شَرْخ,crack,裂缝,NOUN
صَدْع,rift,裂口,NOUN
فَالِق,fault,断层,NOUN
طِيَّة,fold,褶皱,NOUN
تَجَعُّد,wrinkling,起皱,NOUN
تَرَسُّبِيّ,depositional,沉积的,ADJ
حُتَات,detritus,碎屑,NOUN
نُحَاتَة,shavings,刨花,NOUN
بُرَادَة,filings,锉屑,NOUN
نُشَارَة,sawdust,锯末,NOUN
قُصَّاصَة,clipping,剪报,NOUN
خُرْدَة,scrap,废料,NOUN
سَقَط,offcuts,边角料,NOUN
مُهْمَلَات,waste,废弃物,NOUN
كينونة,being,存在,NOUN
ظاهراتية,phenomenological,现象学的,ADJ
ذرائعية,instrumentalist,工具主义的,ADJ
وضعانية,positivist,实证主义的,ADJ
ارتيابية,skeptical,怀疑的,ADJ
أبيقورية,epicurean,伊壁鸠鲁的,ADJ
كلبية,cynical,犬儒的,ADJ
سفسطائي,sophistic,诡辩的,ADJ
مدرسانية,scholastic,经院哲学的,ADJ
حدسانية,intuitionist,直觉主义的,ADJ
قبلي,a priori,先验的,ADJ
بعدي,a posteriori,后验的,ADJ
استنباطي,deductive,演绎的,ADJ
استقرائي,inductive,归纳的,ADJ
علية,causality,因果性,NOUN
مفارق,transcendent,超越的,ADJ
جوانية,inward,内在的,ADJ
برانية,outward,外在的,ADJ
استلاب,alienation,异化,NOUN
نسبانية,relativist,相对主义的,ADJ
إطلاقية,absolutist,绝对主义的,ADJ
وثوقية,dogmatic,教条的,ADJ
يقينية,certain,确定的,ADJ
طوباوية,utopian,乌托邦的,ADJ
يوتوبيا,utopia,乌托邦,NOUN
ديستوبيا,dystopia,反乌托邦,NOUN
قدرية,fatalist,宿命论的,ADJ
جبرية,determinist,决定论的,ADJ
إرادوية,voluntarist,唯意志论的,ADJ
بدهي,self-evident,自明的,ADJ
موضوعة,postulate,假定,NOUN
مماحكة,quibbling,吹毛求疵,NOUN
تأملية,contemplative,沉思的,ADJ
مذهبية,sectarian,宗派的,ADJ
نفعوية,utilitarian,功利主义的,ADJ
متعية,hedonistic,享乐主义的,ADJ
تنسك,asceticism,苦行,NOUN
عفاف,chastity,贞洁,NOUN
أثرة,selfishness,自私,NOUN
غيرية,altruism,利他主义,NOUN
آخرية,otherness,他性,NOUN
طوعية,voluntariness,自愿性,NOUN
وازع,moral restraint,道德约束,NOUN
تأنيب,rebuke,责备,NOUN
تبكيت,reproach,责备,NOUN
شيمة,noble trait,高尚品格,NOUN
مناقب,merits,美德,NOUN
تعقل,prudence,审慎,NOUN
فراسة,insight,洞察力,NOUN
سماحة,magnanimity,宽宏大量,NOUN
همة,aspiration,志向,NOUN
جاه,prestige,威望,NOUN
خفر,bashfulness,羞怯,NOUN
نذالة,villainy,卑鄙,NOUN
سفالة,baseness,低劣,NOUN
خسيس,vile,卑鄙的,ADJ
رفعة,loftiness,崇高,NOUN
تهذيب,refinement,修养,NOUN
عجرفة,arrogance,傲慢,NOUN
خنوع,servility,奴性,NOUN
تذلل,self-abasement,屈从,NOUN
إنسانية,humanism,人道主义,NOUN
محلية,localism,地方主义,NOUN
اختزالية,reductionism,还原论,NOUN
اختزال,reduction,简化,NOUN
تبسيطية,simplism,简单化,NOUN
إمكان,possibility,可能性,NOUN
وجوب,necessity,必然性,NOUN
امتناع,impossibility,不可能性,NOUN
حدوث,occurrence,发生,NOUN
قدم,eternity,永恒,NOUN
علو,loftiness,高尚,NOUN
قُرب,nearness,接近,NOUN
دَلالة,denotation,外延,NOUN
مَفهوم,concept,概念,NOUN
بُرْهان,demonstration,证明,NOUN
مُحاجّة,disputation,辩论,NOUN
تَسَاؤُل,questioning,质疑,NOUN
إشْكال,problem,难题,NOUN
مُفاضَلَة,comparative weighing,权衡,NOUN
مُقايَسَة,analogy,类比,NOUN
تَدْلِيل,substantiation,论证,NOUN
تَسْوِيغ,justification,正当化,NOUN
رَجْحان,preponderance,优势,NOUN
مَحْك,criterion,标准,NOUN
مَعيارِيَّة,normativity,规范性,NOUN
قِيمِيَّة,axiological,价值论的,ADJ
خَيْرِيَّة,goodness,善,NOUN
مَحْكِيّ,narrated,被叙述的,ADJ
أُحْدُوثَة,anecdote,轶事,NOUN
سَرْدِيَّة,narrativity,叙事性,NOUN
رِوايِيَّة,novelistic,小说的,ADJ
مَلْحَمِيَّة,epic quality,史诗性,NOUN
غِنائِيَّة,lyricism,抒情性,NOUN
شاعِرِيَّة,poetic quality,诗意,NOUN
شِعْرِيَّة,poetics,诗学,NOUN
تَفْعِيلَة,metrical foot,音步,NOUN
شَطْر,hemistich,半行诗,NOUN
مَطْوَلَة,long poem,长诗,NOUN
مَقْطُوعَة,short piece,短诗,NOUN
تَرْصِيع,ornamentation,装饰,NOUN
اِقْتِضاب,terseness,简洁,NOUN
حَشْو,padding,赘述,NOUN
تَقْرِيظ,eulogy,赞辞,NOUN
حَمَاسَة,heroic poetry,英雄诗,NOUN
وَصْفِيَّة,descriptiveness,描写性,NOUN
تَصْوِيرِيَّة,imagery,意象性,NOUN
إيحائِيَّة,suggestiveness,暗示性,NOUN
دادائية,dadaism,达达主义,NOUN
حديثي,modernist,现代主义的,ADJ
سيميائية,semiotics,符号学,NOUN
سيميولوجيا,semiology,符号学,NOUN
تأويلي,hermeneutic,诠释学的,ADJ
هيرمينوطيقا,hermeneutics,诠释学,NOUN
نصية,textuality,文本性,NOUN
استهلال,opening,开篇,NOUN
منظورية,perspectivism,透视主义,NOUN
شخوص,characters,人物,NOUN
مأساوية,tragicness,悲剧性,NOUN
هزلية,comicness,喜剧性,NOUN
تراجيديا,tragedy,悲剧,NOUN
ميلودراما,melodrama,情节剧,NOUN
مسرحة,dramatization,戏剧化,NOUN
مناجاة,soliloquy,独白,NOUN
أدبية,literariness,文学性,NOUN
نقدية,criticality,批判性,NOUN
ذائقة,aesthetic taste,审美趣味,NOUN
جماليات,aesthetics,美学,NOUN
قريحة,poetic talent,诗才,NOUN
أديب,litterateur,文学家,NOUN
ناثر,prose writer,散文家,NOUN
نثر,prose,散文,NOUN
نثري,prosaic,散文的,ADJ
مقالية,essayistic quality,随笔性,NOUN
تخييلي,fictional,虚构的,ADJ
شفاهية,orality,口头性,NOUN
مرويات,oral narratives,口述叙事,NOUN
منتخبات,anthology,选集,NOUN
شروح,commentaries,注释,NOUN
متن,main text,正文,NOUN
تذييل,postscript,附言,NOUN
مستدرك,addendum,补遗,NOUN
ببليوغرافيا,bibliography,参考书目,NOUN
مستشرق,orientalist,东方学家,NOUN
سرديات,narratives,叙事作品,NOUN
باروديا,parody,戏仿,NOUN
معارضات,poetic imitations,拟作,NOUN
أمثولة,moral fable,寓言,NOUN
رمزانية,symbolism,象征主义,NOUN
أمثال,proverbs,谚语,NOUN
مأثورات,sayings and traditions,名言与传统,NOUN
فونيم,phoneme,音位,NOUN
مورفيم,morpheme,语素,NOUN
صرفية,morphology,形态学,NOUN
دخيل,loanword,外来词,NOUN
معرب,arabized word,阿拉伯化词,NOUN
لهجة,dialect,方言,NOUN
دلالية,semantics,语义学,NOUN
تركيب,syntax,句法,NOUN
تصريف,conjugation,变位,NOUN
سليقة,linguistic intuition,语感,NOUN
فصيح,eloquent,优美的,ADJ
إبدال,substitution,替换,NOUN
إدغام,assimilation,同化,NOUN
إمالة,vowel inclination,元音倾斜,NOUN
تنوين,nunation,鼻音化,NOUN
تفخيم,velarization,舌根化,NOUN
ترقيق,attenuation,软化,NOUN
مقطعية,syllabification,音节划分,NOUN
نبر,stress,重音,NOUN
تنغيم,intonation,语调,NOUN
جهر,voicing,浊音,NOUN
تضاد,antonymy,反义关系,NOUN
أضداد,antonyms,反义词,NOUN
تصحيف,scribal misreading,抄写误读,NOUN
تحريف,distortion,歪曲,NOUN
توليدية,generative grammar,生成语法,NOUN
وظيفية,functionalism,功能主义,NOUN
تلازم,collocation,搭配,NOUN
سياقية,contextuality,语境性,NOUN
رطانة,jargon,行话,NOUN
تأتأة,stuttering,口吃,NOUN
فصحى,Standard Arabic,标准阿拉伯语,NOUN
حسانية,Hassaniya Arabic,哈桑尼亚阿拉伯语,NOUN
مشافهة,oral transmission,口述传承,NOUN
ترجمية,translatology,翻译学,NOUN
تعجيم,dotting,加点,NOUN
ضبط,vocalization,标音,NOUN
إملائية,orthographic,正字法的,ADJ
تهجين,hybridization,混合,NOUN
معيرة,standardization,标准化,NOUN
توليد,generation,生成,NOUN
تشكيلي,plastic,造型的,ADJ
تشكيلية,plastic arts,造型艺术,NOUN
منمنمة,miniature painting,细密画,NOUN
خزفية,ceramics,陶瓷艺术,NOUN
زخرفي,ornamental,装饰性的,ADJ
تدرج,gradation,渐变,NOUN
مرسم,studio,画室,NOUN
تجريدية,abstractionism,抽象主义,NOUN
وحشية,Fauvism,野兽派,NOUN
مستقبلية,Futurism,未来主义,NOUN
حروفية,Hurufiyya,字母派,NOUN
كوفي,Kufic,库法体,ADJ
ليثوغرافيا,lithography,平版印刷,NOUN
أدائية,performativity,表演性,NOUN
ارتجالية,improvisation,即兴创作,NOUN
كوريغرافيا,choreography,编舞,NOUN
باليه,ballet,芭蕾舞,NOUN
إيمائية,mime,哑剧,NOUN
ريبرتوار,repertoire,曲目,NOUN
أوبرا,opera,歌剧,NOUN
أوبريت,operetta,轻歌剧,NOUN
كونشرتو,concerto,协奏曲,NOUN
سوناتا,sonata,奏鸣曲,NOUN
منشد,religious chanter,吟诵者,NOUN
إنشاد,religious chanting,吟诵,NOUN
موسيقية,musicality,音乐性,NOUN
إيقاعية,rhythmicity,节奏性,NOUN
لحنية,melodiousness,旋律性,NOUN
تلحين,musical composition,谱曲,NOUN
كورال,chorale,合唱曲,NOUN
منفرد,soloist,独奏者,NOUN
معزوفة,instrumental piece,器乐曲,NOUN
نغمية,tonality,调性,NOUN
نغم,melody,旋律,NOUN
تناغم,harmony,和谐,NOUN
تنافر,dissonance,不和谐,NOUN
أوكتاف,octave,八度,NOUN
نشاز,discordance,走调,NOUN
عذوبة,mellifluousness,悦耳,NOUN
ترنيمة,hymn,赞美诗,NOUN
ترتيل,cantillation,吟咏,NOUN
قيثارة,lyre,里拉琴,NOUN
دربوكة,darbuka,达布卡鼓,NOUN
صنج,cymbal,钹,NOUN
وتريات,string instruments,弦乐器,NOUN
إيقاعيات,percussion instruments,打击乐器,NOUN
صولفيج,solfege,视唱练耳,NOUN
نوتة,musical note,音符,NOUN
كادر,frame,画框,NOUN
تحريك,animation,动画,NOUN
مقتنيات,collections,收藏品,NOUN
رائعة,masterpiece,杰作,NOUN
أيقونية,iconicity,标志性,NOUN
جص,plaster,石膏,NOUN
حلي,jewelry,首饰,NOUN
نقاشة,engraving,雕刻,NOUN
سماعي,oral,口传的,ADJ
عصامية,self-made,白手起家的,ADJ
مزج,blending,混合,NOUN
تناسق,harmony,协调,NOUN
ظلال,shadows,阴影,NOUN
قتامة,darkness,黑暗,NOUN
إشراقة,radiance,光辉,NOUN
ملمس,texture,质感,NOUN
تنصيص,quotation,引用,NOUN
تكوينية,compositional,构图的,ADJ
منظورات,perspectives,视角,NOUN
مثال,example,例子,NOUN
مداح,praise singer,赞颂者,NOUN
مسرحيات,plays,戏剧,NOUN
خشبة,stage,舞台,NOUN
سوسيولوجيا,sociology,社会学,NOUN
إثنولوجيا,ethnology,民族学,NOUN
إناسة,anthropology,人类学,NOUN
حضرية,urban,城市的,ADJ
بداوة,nomadism,游牧生活,NOUN
عشائرية,tribalism,部落主义,ADJ
أمومية,matriarchy,母系社会,NOUN
ذكورية,masculinity,男性特质,NOUN
أنثوية,femininity,女性特质,NOUN
غوغائية,demagoguery,煽动,NOUN
دهماء,the masses,大众,NOUN
رعاع,riffraff,乌合之众,NOUN
سوقية,vulgarity,粗俗,NOUN
تسليع,commodification,商品化,NOUN
تنميط,stereotyping,刻板印象,NOUN
وصم,to stigmatize,污名化,VERB
وصمة,stigma,污名,NOUN
تذويب,assimilation,同化,NOUN
تساكن,cohabitation,同居,NOUN
هرمية,hierarchical,等级制的,ADJ
علمنة,secularization,世俗化,NOUN
زمنية,temporality,时间性,NOUN
تقليدانية,traditionalism,传统主义,NOUN
ريفية,rurality,农村性质,NOUN
شتات,diaspora,离散,NOUN
شبيبة,youth,青年,NOUN
أنساب,genealogies,家谱,NOUN
إثنية,ethnicity,种族渊源,NOUN
عرقية,ethnicity,种族,NOUN
هوياتية,identitarianism,身份认同主义,NOUN
طقوسية,ritualism,仪式主义,NOUN
شعائر,rites,仪式,NOUN
شعيرة,rite,礼仪,NOUN
كرنفالية,carnivalesque,狂欢节式的,ADJ
جمعوية,associative,协会性质的,ADJ
سخرة,forced labor,劳役,NOUN
مسلة,obelisk,方尖碑,NOUN
تأريخ,historiography,史学,NOUN
رواة,narrators,讲述者,NOUN
غزوات,raids,袭击,NOUN
سلطنة,sultanate,苏丹国,NOUN
كولونيالية,colonialism,殖民主义,NOUN
توسعية,expansionism,扩张主义,NOUN
أسطورية,mythicality,神话性,NOUN
خرافية,superstition,迷信,NOUN
مآثر,exploits,功绩,NOUN
وقائع,events,事件,NOUN
تراجم,biographies,传记,NOUN
اعتلاء,accession,即位,NOUN
أرخنة,historicization,历史化,NOUN
قايد,caid/local governor,凯德（地方长官）,NOUN
فندق,caravanserai,商队旅馆,NOUN
برج,tower,塔,NOUN
رباط,ribat/fortified convent,里巴特（堡垒/修道院）,NOUN
زقاق,alley,小巷,NOUN
ناعورة,waterwheel,水车,NOUN
سقوط,fall/collapse,陷落,NOUN
انحطاط,decline,衰退,NOUN
نهضة,renaissance,复兴,NOUN
وطنية,patriotism,爱国主义,NOUN
مستعمرون,colonial settlers,殖民定居者,NOUN
أهالي,natives/inhabitants,当地人,NOUN
عرف,customary law,习俗,NOUN
مشيخة,sheikhdom,酋长国,NOUN
إمارة,emirate,埃米尔国,NOUN
طائفة,sect/taifa,派别,NOUN
أرستقراطية,aristocracy,贵族,NOUN
إقطاعية,feudalism,封建主义,NOUN
عبودية,slavery,奴隶制,NOUN
رق,slavery/bondage,奴役,NOUN
عتق,manumission,释放奴隶,NOUN
موالي,freedmen/clients,被释奴,NOUN
خراج,land tax,土地税,NOUN
ديوانية,chancery,官府文书,NOUN
إسقاط,overthrow/projection,推翻,NOUN
إعلاء,elevation,提升,NOUN
تقمص,impersonation,角色扮演,NOUN
تماهي,identification,认同,NOUN
قهري,compulsive,强迫的,ADJ
اجترار,rumination,反刍,NOUN
استبطان,introspection,内省,NOUN
تداعي,free association,自由联想,NOUN
تنفيس,catharsis,宣泄,NOUN
إشراط,conditioning,条件反射,NOUN
انطفاء,extinction,消退,NOUN
تعود,habituation,习惯化,NOUN
استثارة,arousal,唤醒,NOUN
تقبل,acceptance,接受,NOUN
اتساق,consistency,一致性,NOUN
تنويم,hypnosis,催眠,NOUN
غرائزية,instinctuality,本能性,NOUN
باعث,motive,动机,NOUN
توكيدية,assertiveness,果断,NOUN
نزوع,tendency,倾向,NOUN
نزعة,inclination,倾向,NOUN
جموح,impetuosity,冲动,NOUN
اندفاعية,impulsivity,冲动性,NOUN
تأني,deliberateness,审慎,NOUN
تلعثم,stammering,口吃,NOUN
توهان,disorientation,迷失,NOUN
شرود,absent-mindedness,走神,NOUN
سرحان,daydreaming,白日梦,NOUN
استيهام,fantasizing,幻想,NOUN
سهاد,sleeplessness,失眠,NOUN
وسن,drowsiness,困倦,NOUN
غفوة,nap,小睡,NOUN
إيهام,illusion,错觉,NOUN
ازدواج,duality,双重性,NOUN
تقلب,fickleness,多变,NOUN
رهافة,sensitivity,敏感,NOUN
مرهف,refined,敏锐的,ADJ
استحسان,juristic preference,教法优选,NOUN
استصحاب,presumption of continuity,持续推定,NOUN
متواتر,mass-transmitted,众传的,ADJ
آحاد,isolated reports,单传报告,NOUN
غيبيات,unseen realities,幽玄事物,NOUN
أخروية,eschatological,后世的,ADJ
معاد,hereafter,后世,NOUN
حشر,final gathering,末日集合,NOUN
مغفرة,forgiveness,宽恕,NOUN
سبحة,prayer beads,念珠,NOUN
مجاهدة,spiritual striving,精神奋斗,NOUN
صوفية,sufism,苏菲派,NOUN
عرفان,gnosis,灵知,NOUN
عرفانية,gnosticism,灵知主义,NOUN
إشراقية,illuminationism,照明主义,NOUN
قداسة,holiness,神圣,NOUN
تقديس,sanctification,尊崇,NOUN
تدنيس,desecration,亵渎,NOUN
دنس,impurity,污秽,NOUN
نجاسة,ritual impurity,仪式上的不洁,NOUN
وعظ,preaching,劝诫,NOUN
موعظة,sermon,训诫,NOUN
تبشير,evangelization,传教,NOUN
تنصير,christianization,基督教化,NOUN
أسلمة,islamization,伊斯兰化,NOUN
ردة,apostasy,叛教,NOUN
زندقة,heresy,异端,NOUN
هرطقة,heresy,异端,NOUN
بدعة,heretical innovation,异端创新,NOUN
تكفير,excommunication,断为不信,NOUN
أشعرية,asharite school,艾什尔里派,NOUN
معتزلة,mutazilites,穆尔太齐赖派,NOUN
وهابية,wahhabism,瓦哈比派,NOUN
مالكية,maliki school,马立克派,NOUN
شافعية,shafii school,沙斐仪派,NOUN
ظاهرية,literalism,字面主义,NOUN
تشيع,Shiism,什叶派教义,NOUN
ديانة,religion,宗教,NOUN
كهنوت,priesthood,神职,NOUN
رهبنة,monasticism,修道生活,NOUN
دير,monastery,修道院,NOUN
كنسي,ecclesiastical,教会的,ADJ
إكليروس,clergy,神职人员,NOUN
حاخام,rabbi,拉比,NOUN
قس,priest,牧师,NOUN
راهب,monk,修道士,NOUN
ناسك,ascetic,苦行者,NOUN
زاهد,ascetic,苦行者,NOUN
متصوف,Sufi,苏菲派信徒,NOUN
حسبة,market inspection,市场监督,NOUN
محتسب,market inspector,市场监督员,NOUN
أحباس,habous endowments,宗教捐赠,NOUN
زهادة,asceticism,禁欲,NOUN
ملكوت,heavenly kingdom,天国,NOUN
ناسوت,human nature,人性,NOUN
هيولى,prime matter,原初物质,NOUN
عماء,primordial chaos,太初混沌,NOUN
كمد,suppressed grief,压抑的悲伤,NOUN
غم,distress,忧愁,NOUN
جوى,ardent grief,深切的悲痛,NOUN
عشق,passionate love,痴情,NOUN
غرام,infatuation,迷恋,NOUN
دهشة,astonishment,惊讶,NOUN
استغراب,bewilderment,困惑,NOUN
ضياع,being lost,迷失,NOUN
غربة,estrangement,疏离,NOUN
توق,yearning,渴望,NOUN
ظمأ,thirst,渴望,NOUN
حبور,joy,喜悦,NOUN
جذل,gladness,欢喜,NOUN
اغتباط,gratification,满足,NOUN
رقة,tenderness,温柔,NOUN
حنو,tender affection,慈爱,NOUN
عطف,affection,关爱,NOUN
أنس,companionship,陪伴,NOUN
غل,rancor,怨恨,NOUN
موجدة,resentment,愤慨,NOUN
تذمر,grumbling,抱怨,NOUN
نقمة,resentment,怨恨,NOUN
تشفي,gloating,幸灾乐祸,NOUN
امتهان,degradation,贬低,NOUN
خزي,disgrace,耻辱,NOUN
فزع,terror,惊恐,NOUN
اقشعرار,shudder,战栗,NOUN
ندامة,remorse,悔恨,NOUN
تحسر,regret,惋惜,NOUN
ملال,tedium,厌倦,NOUN
خمول,lethargy,萎靡,NOUN
كلل,weariness,疲惫,NOUN
تبرم,irritation,恼怒,NOUN
نزق,irascibility,急躁,NOUN
رعونة,foolhardiness,鲁莽,NOUN
غفلة,heedlessness,疏忽,NOUN
بلاهة,idiocy,愚笨,NOUN
غباوة,dullness,迟钝,NOUN
نباهة,alertness,机敏,NOUN
نجابة,giftedness,聪慧,NOUN
رجاحة,soundness of judgment,睿智,NOUN
باسل,valiant,英勇,ADJ
مقدام,intrepid,无畏,ADJ
صنديد,hero,勇士,NOUN
مغوار,raider,突袭者,NOUN
أبي,proud,高傲,ADJ
أريب,sagacious,睿智,ADJ
لبيب,intelligent,聪慧,ADJ
ضليع,proficient,精通,ADJ
متضلع,versed,博学,ADJ
مراوغ,evasive,逃避的,ADJ
مخاتل,deceitful,欺骗的,ADJ
جائر,unjust,不公正的,ADJ
ظلوم,grievously unjust,极不公正的,ADJ
جلف,boorish,粗野的,ADJ
همجي,barbaric,野蛮的,ADJ
دمث,genial,温和的,ADJ
أنيس,affable,和蔼可亲的,ADJ
بشوش,cheerful-faced,满面笑容的,ADJ
ودود,amiable,和蔼可亲的,ADJ
عطوف,compassionate,富有同情心的,ADJ
شفوق,tender-hearted,慈爱的,ADJ
صموت,taciturn,沉默寡言的,ADJ
ثرثار,garrulous,健谈的,ADJ
مهذار,garrulous,喋喋不休的,ADJ
مفوه,eloquent,雄辩的,ADJ
شكور,grateful,感恩的,ADJ
وثاب,ambitious,有抱负的,ADJ
دؤوب,assiduous,刻苦的,ADJ
كادح,toiling,辛劳的,ADJ
متخاذل,defeatist,退缩的,ADJ
انهزامية,defeatism,失败主义,NOUN
تزمت,bigotry,偏执,NOUN
تفتح,open-mindedness,思想开明,NOUN
غلو,extremism,极端主义,NOUN
إفراط,excess,过度,NOUN
تفريط,negligence,疏忽,NOUN
تواكل,passive reliance on others,消极依赖,NOUN
اتكالية,dependent passivity,依赖性,NOUN
استكانة,resigned submission,屈从,NOUN
انقياد,docility,顺从,NOUN
عفوية,spontaneity,自发性,NOUN
بهرجة,ostentation,炫耀,NOUN
أبهة,pomp,盛况,NOUN
فخامة,grandeur,宏伟,NOUN
بذخ,opulence,奢华,NOUN
ترف,luxury,奢侈,NOUN
شظف,hardship of life,生活艰辛,NOUN
ضنك,straitened circumstances,拮据,NOUN
فاقة,destitution,赤贫,NOUN
عوز,need,匮乏,NOUN
إملاق,poverty,贫穷,NOUN
رغد,plenty,富足,NOUN
تعاسة,unhappiness,不幸,NOUN
ضنى,suffering,病痛,NOUN
مكابدة,enduring hardship,忍受苦难,NOUN
مشقة,hardship,艰难,NOUN
عنت,hardship,困苦,NOUN
بلوى,affliction,灾难,NOUN
محنة,ordeal,磨难,NOUN
نائبة,calamity,灾祸,NOUN
نازلة,calamity,灾祸,NOUN
فاجعة,tragedy,悲剧,NOUN
نكبة,catastrophe,浩劫,NOUN
رزية,calamity,灾祸,NOUN
جلل,gravity,严重性,NOUN
عظمة,greatness,伟大,NOUN
جلال,majesty,庄严,NOUN
بهاء,splendor,辉煌,NOUN
رونق,luster,光泽,NOUN
ألق,radiance,光辉,NOUN
سنا,brilliance,光芒,NOUN
ضياء,light,光明,NOUN
عتمة,darkness,黑暗,NOUN
معاصرة,contemporaneity,同时代,NOUN
أرجحية,preponderance,优势,NOUN
غلبة,predominance,主导,NOUN
سطوة,dominance,威权,NOUN
حظوة,favor,恩宠,NOUN
صيت,renown,名声,NOUN
ذيوع,circulation,流传,NOUN
شيوع,prevalence,普及,NOUN
انحسار,receding/ebbing,衰退/退潮,NOUN
أفول,decline/setting,衰落/西沉,NOUN
نضارة,freshness/bloom,清新/鲜艳,NOUN
إيناع,blossoming/ripening,开花/成熟,NOUN
تفتق,bursting forth,裂开/绽开,NOUN
انبثاق,emergence/emanation,涌现/发源,NOUN
